ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio,bullish_score_z_shadow,bearish_score_z_shadow
NFLX,LONG,0.2708431247346914,2.708431247346914,0.0,1.6251,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,10,1.0,0.0009170601719379809,1e-06,1e-06,32.2986243026419,52829.61569640524,0.349053,1.156429,4,0,0.716186,0.391129,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.581074,0.595802,0.0,0.0,,,,,,
MSFT,LONG,0.26518444106921446,2.651844410692145,0.0,1.5911,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4,1.0,0.0005547605913310373,0.0,0.0,119.69065544497536,71917.30229539289,6.419355,0.063727,0,1,0.0,0.232622,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.2055,0.53422,0.0,0.0,,,,,,
APLD,LONG,0.25792300892073905,2.5792300892073907,6.61,4.3726,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,5.5,POSITIVE,trend_continuation,5894406.7,31.29,33.0,25.0,5.11,20.37,482696.0,195771.0,0.406,182973.0,148961.0,346533.0,25.7,1.03,1.67,0.31,1.0,1.4,1.65,0.57,2,1.0,1.0380092875702116,6e-06,3e-06,14.26337526495572,13.741086361899182,24.733333,0.415695,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,6.7e-05,0.326491,0.0,0.0,,,,,,
UBER,LONG,0.2531987280433247,2.5319872804332473,0.0,1.5192,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,21,1.0,2.4108275557381913,6e-06,6e-06,9.656527608306332,5.3406433462081555,0.23051,0.434152,0,1,0.628637,0.315971,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.357362,0.404418,0.0,0.0,,,,,,
ZETA,LONG,0.2509491676163725,2.5094916761637247,0.0,1.5057,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,10,1.0,0.05616076606638252,8.8e-05,0.000177,0.004378829880890369,0.05197970264762835,1.010673,1.004415,1,0,0.115876,0.428326,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.386678,0.322932,0.0,0.0,,,,,,
HL,LONG,0.244595847885676,2.44595847885676,0.0,1.4676,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,13.008084704382174,5e-05,5.7e-05,0.007072069283815442,0.0003624448151301371,1.902176,11.974213,0,0,0.142264,0.000621,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.09798,0.412727,0.0,0.0,,,,,,
LWLG,LONG,0.24201886788117744,2.4201886788117744,8.16,4.6581,price_validation_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.0,NEUTRAL,trend_continuation,,,15.0,3.0,2.88,79.42,54414.0,19694.0,0.362,14116.0,15154.0,44838.0,91.6,1.512,2.87,0.0,1.0,1.4,1.89,1.0,1,1.0,99.0,1.4e-05,0.0,0.03134164969717239,0.0,2.047445,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.100801,0.0,0.0,0.0,,,,,,
LVS,SHORT,0.6585032521997846,6.585032521997846,0.0,3.951,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,12,1.0,1.4889698759299352,1.2e-05,1.1e-05,20.19020409410336,4.519949087058949,18.928593,2.92536,0,4,0.019461,0.388478,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.721313,0.203957,0.0,0.0,,,,,,
WSM,SHORT,0.5724335641932177,5.724335641932177,2.31,5.0952,price_validation_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",7.7,NEUTRAL,unknown,,,230.0,180.0,16.25,9.02,6102.0,8127.0,1.332,3193.0,5454.0,5582.0,43.6,0.402,0.0,0.42,1.0,0.0,0.89,0.0,4,1.0,2.6037058985535716e-05,1e-06,7.8e-05,2.2446311388882077e-21,2.8736363044883583e-17,0.062687,3.392395,0,1,0.0,0.307522,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.629283,0.465578,0.0,0.0,,,,,,
SATS,SHORT,0.5558289614263985,5.558289614263985,0.0,3.335,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,33,1.0,0.2172826878264852,0.000132,0.000134,12053.289848244814,52209.74073832897,0.182096,2.662924,2,6,0.003431,0.309305,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2e-06,1.3e-05,0.190693,0.260941,0.0,0.0,,,,,,
EXPE,SHORT,0.5222863325090494,5.222863325090494,1.55,4.1564,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.4,NEUTRAL,unknown,,,270.0,230.0,0.6,14.31,25361.0,31726.0,1.251,12039.0,18056.0,26992.0,96.2,0.628,0.0,0.0,1.0,0.0,0.22,0.33,6,1.0,1.8389032517410432e-05,1.1e-05,5.2e-05,0.006384362435791446,173.59158046370402,5.851365,19.96784,0,0,0.0,0.603184,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.149606,0.414038,0.0,0.0,,,,,,
AVTX,SHORT,0.5170410029868685,5.170410029868685,0.0,3.1022,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,15,1.0,1.1186306919427114,0.003923,0.002754,6.714401498154877e-10,6.859816888137011e-10,0.338498,0.811291,0,1,0.187017,0.744566,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.100194,0.430717,0.0,0.0,,,,,,
SAP,SHORT,0.4599280252535962,4.599280252535962,6.69,5.2866,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",none,4.9,NEUTRAL,ema_rally,,,190.0,155.0,6.52,13.1,23338.0,35078.0,1.503,17530.0,15824.0,25062.0,97.6,0.503,1.86,0.71,0.97,1.2,0.94,1.0,10,1.0,99.0,1e-06,3e-06,17722.302770492395,1.5681459875882268e-09,1.483939,8.318552,0,0,0.0,0.025862,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.359791,0.355211,0.0,0.0,,,,,,
HUT,SHORT,0.4415307161757054,4.415307161757054,1.65,4.2627,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.8,NEGATIVE,unknown,-203280.4,75.87,100.0,35.0,33.57,53.25,130199.0,67639.0,0.52,62151.0,52935.0,82752.0,52.6,1.029,0.0,0.0,1.0,0.0,0.31,0.34,9,1.0,0.000345598765821036,2.2e-05,4.3e-05,0.0038077595123399885,5.508931004562367,4.188192,8.98864,1,2,0.623308,0.422985,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.16165,0.091128,0.0,0.0,,,,,,
XLV,SHORT,0.4356498629837356,4.356498629837356,5.69,5.4852,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,8.0,NEGATIVE,trend_continuation,-21412827.13,,150.0,70.0,1.13,52.8,111850.0,296462.0,2.651,29742.0,107283.0,271287.0,72.5,0.17,1.61,0.95,0.82,1.4,0.77,0.14,8,1.0,0.0038629013612337636,0.0,0.0,0.04691138688448582,4.048026987803014,0.691592,16.861845,0,2,0.033697,0.003769,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.432363,0.566969,0.0,0.0,,,,,,
SPXS,SHORT,0.41624988917780303,4.16249889177803,5.96,4.8892,price_validation_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",5.1,NEUTRAL,trend_continuation,,,35.0,20.0,11.75,36.14,44289.0,26906.0,0.608,32386.0,18182.0,20627.0,70.3,0.497,2.4,0.0,0.0,1.4,1.67,0.49,5,1.0,8.589248043676057e-09,0.00016,0.000521,7.386116968382404e-08,2.149814783210425,9.609756,7.409777,1,4,0.0,0.000628,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.36619,0.177979,0.0,0.0,,,,,,
POET,SHORT,0.40663635815912025,4.066363581591203,2.49,3.6402,price_validation_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.3,POSITIVE,unknown,2223719.64,,10.0,5.0,15.01,42.5,591846.0,55204.0,0.093,56302.0,94753.0,495995.0,79.7,1.1,0.0,0.0,1.0,0.0,0.49,1.0,7,1.0,1.660451965265804,0.000231,0.000356,25638.285140450655,11580.409585808085,2.275948,3.980111,1,1,0.00046,0.001098,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8e-06,1.1e-05,0.096883,0.219643,0.0,0.0,,,,,,
CSCO,SHORT,0.40602110728961494,4.060211072896149,0.0,2.4361,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,20,1.0,1.3936313431227356,3e-06,1e-06,5403.879340661511,4739.231396421312,0.480004,9.041447,3,1,0.00021,3e-06,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.165308,0.37092,0.0,0.0,,,,,,
WDC,SHORT,0.3965188287271532,3.9651882872715323,3.6,4.6226,price_validation_failed,"confirmation_volume, engulfing_at_resistance, not_extended, room_to_target","momentum_aligned, trend_aligned",7.8,NEGATIVE,unknown,-862756.02,369.06,400.0,90.0,8.41,75.61,131146.0,172469.0,1.315,69673.0,77643.0,156299.0,77.7,0.831,0.0,0.03,1.0,1.6,0.6,0.38,15,1.0,0.00010314415374408664,4e-06,6e-06,3.6415426710962824,30892.200105834152,1.334543,13.597268,1,1,0.079299,0.43818,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.227101,0.028445,0.0,0.0,,,,,,
XLK,SHORT,0.3945759106027832,3.9457591060278316,2.33,4.2719,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",8.0,NEGATIVE,bounce_and_fail,-7796058.92,153.93,160.0,130.0,3.91,15.57,266165.0,515133.0,1.935,96504.0,275125.0,409669.0,72.1,0.266,0.0,0.0,1.0,1.0,0.19,0.14,6,1.0,0.4565176775526283,0.0,0.0,8.182108871241743,17.92287412637705,3.732106,31.16665,0,1,0.109825,0.388298,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.555008,0.203956,0.0,0.0,,,,,,
INTC,SHORT,0.39248108115273184,3.924810811527318,0.0,2.3549,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9,1.0,4.9523699115790745,2e-06,3e-06,318644.56167306093,18383.381080298088,0.057382,5.034264,0,1,0.045203,0.226118,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.358189,0.37155,0.0,0.0,,,,,,
VST,SHORT,0.38680732133949597,3.86807321339496,4.02,4.72,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.9,NEGATIVE,bounce_and_fail,-16702277.84,,180.0,150.0,11.39,7.18,108194.0,166211.0,1.536,86623.0,68146.0,119636.0,64.3,0.571,0.0,0.78,0.29,1.0,1.69,0.25,14,1.0,0.7342209607437402,1.2e-05,2.3e-05,0.06060089566412076,0.1100502417378263,39.015133,4.958231,4,2,0.073174,0.00107,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.027934,0.702267,0.0,0.0,,,,,,
MT,SHORT,0.38139724242649814,3.8139724242649815,1.93,3.626,price_validation_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.7,NEUTRAL,unknown,,,70.0,27.0,12.38,56.65,33766.0,20845.0,0.617,6881.0,12282.0,35448.0,83.6,0.514,0.0,0.02,1.0,0.0,0.57,0.33,3,1.0,8.47260578267953e-16,1e-06,4e-06,3.3782980101355534e-26,1.9936593869632037e-11,0.362069,22.861111,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.633992,0.614065,0.0,0.0,,,,,,
CRS,SHORT,0.3620029961932342,3.6200299619323424,0.0,2.172,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6,1.0,99.0,2.7e-05,1.5e-05,2.6904298191614072e-08,1.0272764327453602e-10,6.7,33.866667,0,0,0.000505,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.206887,0.456267,0.0,0.0,,,,,,
AR,SHORT,0.35894424755586624,3.5894424755586622,4.13,4.3337,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",continuation_pattern,6.5,NEUTRAL,unknown,,,37.0,30.0,0.23,18.73,77575.0,101906.0,1.314,59634.0,73156.0,46691.0,83.6,0.468,1.9,0.38,0.85,0.0,0.66,0.34,7,1.0,99.0,4.1e-05,6.3e-05,13.195632849397997,8.186626668734193e-17,4643.479849,2.125439,0,0,7e-06,0.270444,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.030481,0.207107,0.0,0.0,,,,,,
CVNA,SHORT,0.3560541861206308,3.560541861206308,1.51,3.4533,price_validation_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.1,NEGATIVE,unknown,-5760360.39,,700.0,200.0,79.26,48.78,172220.0,169261.0,0.983,124342.0,64291.0,152848.0,82.6,0.842,0.0,0.0,1.0,0.0,0.36,0.15,11,1.0,0.4452192313412199,5e-06,1.2e-05,42.61054045450579,21.26819401166668,11.150685,1.333405,0,0,0.29701,0.667443,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.174458,0.136413,0.0,0.0,,,,,,
ZETA,SHORT,0.3471502595484326,3.471502595484326,2.35,3.3408,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.5,POSITIVE,unknown,2065228.41,17.7,20.0,15.0,12.04,15.97,177868.0,53504.0,0.301,55319.0,60006.0,116047.0,79.8,0.829,0.0,0.37,1.0,0.0,0.48,0.51,10,1.0,0.05616076606638252,8.8e-05,0.000177,0.004378829880890369,0.05197970264762835,1.010673,1.004415,1,0,0.115876,0.428326,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.386678,0.322932,0.0,0.0,,,,,,
HL,SHORT,0.3455693481393233,3.455693481393233,0.0,2.0734,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,13.008084704382174,5e-05,5.7e-05,0.007072069283815442,0.0003624448151301371,1.902176,11.974213,0,0,0.142264,0.000621,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.09798,0.412727,0.0,0.0,,,,,,
AGIO,SHORT,0.3414994530821066,3.4149945308210663,5.28,4.4515,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, pullback_to_resistance, room_to_target",trend_aligned,5.8,NEUTRAL,pullback_to_resistance,,,30.0,25.0,9.37,8.86,36662.0,5668.0,0.155,4824.0,1.0,37505.0,65.3,0.652,0.0,0.16,1.0,1.4,1.72,1.0,1,1.0,0.0,0.0,2.1e-05,0.0,3.389597735376612e-20,,0.217949,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.902514,0.0,0.0,,,,,,
SOXX,SHORT,0.3406460803588234,3.4064608035882338,2.51,3.6562,price_validation_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",6.0,NEUTRAL,bounce_and_fail,,,450.0,290.0,8.42,30.13,40142.0,101666.0,2.533,83518.0,20258.0,38032.0,74.2,0.391,0.0,0.0,1.0,1.0,0.29,0.23,4,1.0,0.0,0.0,2.1e-05,0.0,17457.74964647874,,3.120809,0,0,0.0,0.001008,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.506056,0.0,0.0,,,,,,
SIG,SHORT,0.34039588689188377,3.4039588689188376,2.78,4.036,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",7.5,NEUTRAL,unknown,,,105.0,85.0,10.49,10.55,20142.0,4305.0,0.214,1062.0,20312.0,3073.0,48.4,0.452,0.0,0.45,1.0,0.0,0.33,1.0,1,1.0,0.0,0.0,1.4e-05,0.0,1.3045074193402395e-17,,6.733333,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.453945,0.0,0.0,,,,,,
ON,SHORT,0.33228640127503994,3.3228640127503994,0.0,1.9937,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,0.06842040204086058,8e-06,7e-06,1.3004513312248485,28.510165661878613,2.036331,28.0,0,0,0.588703,0.437805,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.136631,0.559785,0.0,0.0,,,,,,
CNC,SHORT,0.3317006796159834,3.3170067961598337,0.0,1.9902,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,7,1.0,22.33758568439564,3.7e-05,1.7e-05,1.5810694876086084e-11,1.7695169813193998e-12,2.430559,2.871044,3,1,0.023518,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.595843,0.413698,0.0,0.0,,,,,,
PONY,SHORT,0.3253480534497178,3.253480534497178,0.0,1.9521,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,0.000322,6e-06,167.48436440418044,5.50109375638866e-25,0.375774,32.627119,1,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367252,0.303496,0.0,0.0,,,,,,
ALB,SHORT,0.3162078784221824,3.162078784221824,0.0,1.8972,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6,1.0,17.998310934040003,2.1e-05,1.1e-05,5.716265817037662,0.15880006290552948,2.17699,3.022672,1,1,0.24599,0.02375,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.224251,0.241316,0.0,0.0,,,,,,
NTR,SHORT,0.3141941998968153,3.1419419989681527,0.0,1.8852,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,14,1.0,0.9027462600653928,2.9e-05,3.9e-05,23.082087467767227,25.56874338764385,1.017751,0.613291,0,0,0.506304,0.214686,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.208198,0.114735,0.0,0.0,,,,,,
PLTR,SHORT,0.31292242427419376,3.1292242427419374,5.48,4.0286,price_validation_failed,"confirmation_volume, not_extended, room_to_target, shooting_star_at_resistance, trend_aligned",momentum_aligned,4.1,POSITIVE,unknown,45453331.39,145.07,150.0,120.0,3.37,17.3,1605524.0,1731082.0,1.078,771171.0,733618.0,1831817.0,77.7,0.609,1.54,0.87,0.92,1.2,0.44,0.51,4,1.0,0.00015635049649046425,0.0,1e-06,26.61744898232086,56747.3925140243,0.042485,2.815568,0,0,0.0,0.336963,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.474048,0.434008,0.0,0.0,,,,,,
CIEN,SHORT,0.31224456150879804,3.1224456150879805,0.0,1.8735,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,33,1.0,0.0026461947629751207,0.000108,2.4e-05,0.027392860204824846,20.703585834345024,3.01972,0.292384,2,2,0.810792,0.362633,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.513653,0.473182,0.0,0.0,,,,,,
SOXS,SHORT,0.31119323790476766,3.1119323790476767,0.0,1.8672,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3,1.0,99.0,0.000314,0.000108,9.586016752533581,0.017532065758047742,135.055556,66.444444,0,1,0.002337,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.39989,0.222657,0.0,0.0,,,,,,
SOXL,SHORT,0.3043244063360821,3.043244063360821,2.77,3.6526,price_validation_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",6.5,NEGATIVE,bounce_and_fail,-225678.78,94.23,100.0,20.0,6.12,78.78,479743.0,457669.0,0.954,397157.0,52313.0,487942.0,72.6,1.133,0.0,0.0,1.0,1.0,0.31,0.46,2,1.0,0.0,0.0,1.6e-05,0.0,44.0127217719998,,119.198718,0,0,0.0,0.484639,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.40172,0.0,0.0,,,,,,
NUE,SHORT,0.303089053785164,3.03089053785164,0.0,1.8185,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,99.0,4e-06,3e-06,8.631556470183292e-09,1.5429131095712184e-11,4.139766,5.568841,1,0,0.016438,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.095609,0.09961,0.0,0.0,,,,,,
COHR,SHORT,0.3015684231323774,3.015684231323774,0.0,1.8094,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9,1.0,0.11654729917174317,2.4e-05,5e-06,0.6257575474600415,10.73825909149435,0.732656,3.89087,1,0,0.003213,0.001893,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.418657,0.172794,0.0,0.0,,,,,,
ELF,SHORT,0.29985598530545765,2.9985598530545765,0.0,1.7991,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5,1.0,60.43503195550187,6.7e-05,8.8e-05,0.4473200823089661,0.029606674661036104,1.165247,3.699725,1,0,0.001694,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.3025,0.304298,0.0,0.0,,,,,,
FDS,SHORT,0.29887363744002476,2.9887363744002475,1.99,2.9514,price_validation_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.3,NEUTRAL,unknown,,,240.0,230.0,2.83,1.46,3989.0,3899.0,0.977,2587.0,3162.0,2139.0,59.0,0.447,0.0,0.33,1.0,0.0,0.26,0.41,1,1.0,0.0,0.0,1.1e-05,0.0,4.233933914549694e-27,,77.0,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.308865,0.0,0.0,,,,,,
IBM,SHORT,0.29250933234373905,2.9250933234373906,0.0,1.7551,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,19,1.0,99.0,4e-06,3e-06,20579.590357888,0.013857689761634477,1.096557,0.520958,4,3,0.536911,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.339389,0.192171,0.0,0.0,,,,,,
