ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_score_z_shadow,bearish_score_z_shadow,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
NET,SHORT,0.46899224518453525,4.689922451845352,2.92,4.521,watchlist_reeval_failed,"not_extended, resistance_ema_confluence","confirmation_volume, momentum_aligned, room_to_target, trend_aligned",6.5,NEGATIVE,resistance_ema_confluence,-2128610.2,,250.0,160.0,24.38,20.39,161764.0,107005.0,0.661,69288.0,71810.0,79423.0,97.1,0.798,0.0,0.89,0.09,1.6,0.15,0.17,18,1.0,1.0344512183472827,7e-06,4.5e-05,10368.906632082797,5011.791009656765,1.886654,0.570593,0,2,0.098726,0.204058,,,,,,,,,,,,,,
NTR,LONG,0.41717117777027923,4.171711777702792,3.7,4.4359,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",6.2,NEUTRAL,trend_continuation,,,80.0,45.0,13.28,36.28,75185.0,38428.0,0.511,15887.0,26498.0,41058.0,87.4,0.383,0.0,0.31,1.0,1.4,0.42,0.57,12,1.0,11.292183319894697,4.7e-05,1.9e-05,0.015502395997356852,0.0027456862075635195,0.608352,0.204888,0,0,0.025548,0.0,3.0,3.0,0.7488029243205659,0.5951092213020416,0.0,0.0,0.208179,0.190665,0.0,0.0,,,,
DJT,SHORT,0.6784847866666667,6.7848478666666665,3.45,5.2874,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",4.3,POSITIVE,ema_rally,1405648.53,10.29,25.0,5.0,143.66,51.27,239912.0,224293.0,0.935,19140.0,124468.0,276152.0,74.8,0.735,0.0,0.32,1.0,1.2,0.43,0.5,9,1.0,0.0,0.0,0.000231,0.0,1.6569570993332974e-06,,2.655302,0,1,0.0,2e-05,,,,,,,,,,,,,,
BKNG,SHORT,0.38684772641231163,3.868477264123116,1.41,3.1972,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.2,POSITIVE,unknown,7971809.1,192.04,240.0,176.0,24.99,8.34,482905.0,342725.0,0.71,79453.0,198861.0,406209.0,85.1,0.405,0.0,0.0,1.0,0.0,0.07,0.34,5,1.0,5.952882607143871e-18,0.0,6e-06,2.6160249799392015e-13,29297.010681847823,3.333333,7.277778,0,1,1.8e-05,0.0,,,,,,,,,,,,,,
IYR,SHORT,0.37994309828831796,3.7994309828831794,1.28,3.5237,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.2,NEUTRAL,unknown,,,110.0,45.0,6.82,56.3,59096.0,110418.0,1.868,15113.0,53302.0,67226.0,9.9,0.147,0.0,0.0,1.0,0.0,0.05,0.23,2,1.0,0.32345338360569126,6.2e-05,0.000152,1.4740416264410743e-20,4.557199587802173e-20,0.337018,0.715961,0,0,0.0,0.0,,,,,,,,,,,,,,
SQQQ,SHORT,0.3718176666666667,3.7181766666666674,7.05,4.8141,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,4.2,POSITIVE,trend_continuation,5435968.32,56.38,74.5,55.0,32.12,2.46,294315.0,75744.0,0.257,151126.0,44180.0,47462.0,38.8,0.55,2.26,0.0,1.0,1.4,1.94,0.45,4,1.0,1.3590943348407345,0.0,0.0,32564.428605120378,7986.796248629899,0.094519,5.977266,0,1,0.0,0.137114,3.0,3.0,0.4616432144348522,0.42831868315129185,0.0,0.0,0.692842,0.0,0.0,0.0,,,,
EXPE,LONG,0.5949601728312105,5.949601728312105,6.93,5.6138,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",none,2.8,NEUTRAL,support_ema_confluence,,,270.0,230.0,1.56,13.48,31487.0,38447.0,1.221,11677.0,15544.0,26870.0,91.6,0.6,1.86,0.28,1.0,1.6,1.83,0.36,6,1.0,99.0,8.5e-05,1e-05,40485.097174658105,3.132521760346849e-10,5.381238,0.30458,0,0,0.0,0.023675,,,,,,,,,,,,,,
NUGT,SHORT,0.5933333333333333,5.933333333333333,4.05,5.4417,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",6.3,NEUTRAL,trend_continuation,,,300.0,210.0,34.46,5.88,20698.0,20045.0,0.968,5801.0,5591.0,12298.0,54.9,0.875,0.0,0.54,1.0,1.4,0.82,0.3,2,1.0,0.0,0.0,0.000214,0.0,1.2640137570084044e-20,,10.630631,0,0,0.0,0.03694,,,,,,,,,,,,,,
OSCR,SHORT,0.52549892,5.2549892,2.55,4.2725,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",4.4,POSITIVE,bounce_and_fail,2684382.74,15.78,35.0,15.0,121.66,5.0,430876.0,167229.0,0.388,77632.0,105477.0,327847.0,59.5,0.798,0.0,0.0,1.0,1.0,0.4,0.15,10,1.0,99.0,0.000127,0.000231,29501.347986719516,0.006839703810453821,0.607035,1.107132,0,0,0.031533,0.366994,,,,,,,,,,,,,,
IRDM,LONG,0.7125118976600695,7.125118976600695,0.0,4.2751,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6,1.0,99.0,0.000271,1.1e-05,33051.49675476977,6.736651167126721e-12,14.435633,0.462908,3,1,0.260777,0.0,,,,,,,,,,,,,,
OWL,LONG,0.6307456274809822,6.307456274809821,4.83,5.2827,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,3.4,NEGATIVE,trend_continuation,-7289102.71,,10.0,8.0,1.52,18.78,621768.0,983139.0,1.581,481270.0,272303.0,470993.0,89.1,0.644,0.0,0.31,1.0,1.4,1.65,0.46,10,1.0,99.0,6.6e-05,3.9e-05,27956.18441237129,0.0008608059572367954,29.091721,0.071265,0,0,0.416768,0.0,,,,,,,,,,,,,,
ETOR,LONG,0.44382503517527905,4.4382503517527905,6.78,5.8731,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,8.1,NEUTRAL,trend_continuation,,,40.0,30.0,6.21,20.34,54471.0,15569.0,0.286,3167.0,18382.0,28575.0,35.6,0.536,2.21,0.0,1.0,1.4,1.72,0.45,3,1.0,99.0,6.9e-05,0.0,11728.762432805916,0.0,1.032004,0.110368,0,0,0.061424,0.0,,,,,,,,,,,,,,
MITK,SHORT,0.4416432543153808,4.4164325431538085,3.72,4.3242,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",5.0,NEUTRAL,trend_continuation,,,17.5,12.5,15.51,17.49,29624.0,2713.0,0.092,4973.0,11210.0,9614.0,91.6,0.725,0.0,0.34,1.0,1.4,0.12,0.86,1,1.0,0.0,0.0,4e-05,0.0,25029.020971704827,,14.2,0,0,0.0,0.0,,,,,,,,,,,,,,
NFLX,SHORT,0.37508337548302606,3.7508337548302606,5.67,5.1564,watchlist_reeval_failed,"confirmation_volume, consolidation_breakdown, momentum_aligned, not_extended, room_to_target",trend_aligned,7.9,NEGATIVE,unknown,-430344.67,97.33,120.0,5.0,23.32,94.86,3241474.0,2999776.0,0.925,924127.0,1143724.0,3229258.0,22.5,0.296,0.0,0.79,1.0,1.2,1.68,1.0,6,1.0,0.14587173750642302,1e-06,4e-06,60780.62399223497,833343.3882565317,0.161302,3.654668,0,0,0.682929,0.321323,2.0,2.0,0.5113985900383395,0.3171108893683867,0.0,0.0,0.581074,0.428187,0.0,0.0,,,,
DUOL,LONG,0.6901171765408604,6.901171765408604,5.11,6.0836,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,5.5,NEUTRAL,support_ema_confluence,,,200.0,60.0,98.99,40.3,83691.0,50836.0,0.607,31686.0,25137.0,49076.0,85.1,0.953,0.0,0.75,1.0,1.6,1.26,0.5,16,1.0,99.0,0.000519,7.1e-05,12536.739807634256,0.0027579223402855765,2.663626,3.376371,0,0,0.00542,0.431275,,,,,,,,,,,,,,
FLEX,LONG,0.4222896073184033,4.2228960731840335,5.52,4.4274,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.3,NEUTRAL,trend_continuation,,,85.0,75.0,3.87,8.35,21462.0,40678.0,1.895,16583.0,11097.0,7168.0,93.8,0.559,2.08,0.0,0.0,1.4,1.73,0.3,11,1.0,9.830278460139586e-06,5.9e-05,2.7e-05,0.04746880754408918,2759.3351492864535,1.103967,2.661804,0,3,5.8e-05,0.0,,,,,,,,,,,,,,
BKSY,SHORT,0.4711188266666667,4.711188266666667,3.18,4.2696,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,4.8,NEUTRAL,bounce_and_fail,,,40.0,17.5,6.47,53.42,34100.0,12666.0,0.371,12186.0,4780.0,20757.0,88.4,1.263,0.0,0.13,1.0,1.0,0.62,0.43,3,1.0,0.0,0.0,0.000211,0.0,8.86317281852088e-12,,0.626511,0,0,0.0,0.196061,,,,,,,,,,,,,,
OUT,SHORT,0.39007357685466043,3.900735768546604,1.74,2.8924,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",2.1,NEUTRAL,unknown,,,31.0,30.0,3.3,0.03,7032.0,524.0,0.075,6430.0,646.0,226.0,78.5,0.382,0.0,0.0,1.0,0.0,0.49,0.24,1,1.0,0.0,0.0,3.1e-05,0.0,151918.21701888557,,3162.0,0,0,0.0,0.0,,,,,,,,,,,,,,
CE,LONG,0.6546051206571335,6.5460512065713345,5.46,6.051,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_aligned, trend_continuation",momentum_aligned,5.7,NEUTRAL,trend_continuation,,,75.0,60.0,20.91,3.27,32974.0,19785.0,0.6,15050.0,6737.0,20349.0,79.1,0.716,1.81,0.88,0.55,1.4,0.15,0.67,5,1.0,99.0,0.000277,1.5e-05,216842.13889726138,3007.3376313200592,1.809503,0.761149,1,0,0.088489,0.0,,,,,,,,,,,,,,
CIEN,LONG,0.7735327140328401,7.735327140328401,5.56,6.2957,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.8,NEUTRAL,trend_continuation,,,510.0,360.0,0.51,29.05,42585.0,38486.0,0.904,19866.0,17927.0,17445.0,60.4,0.789,2.28,0.02,0.0,1.4,1.78,0.08,26,1.0,99.0,0.000115,1.4e-05,59112.979324047534,1.1331313958161748,2.985113,3.508543,2,0,0.772634,0.223151,,,,,,,,,,,,,,
BURL,LONG,0.6283401503148106,6.283401503148106,5.35,5.6267,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",4.4,NEUTRAL,trend_continuation,,,360.0,270.0,3.67,22.25,4699.0,25540.0,5.435,16084.0,9692.0,2631.0,18.1,0.317,1.67,0.17,0.0,1.4,1.91,0.2,7,1.0,99.0,8e-05,1.7e-05,2989.0878856596196,0.000277505514505824,281.106753,6.564103,0,0,0.383188,0.0,,,,,,,,,,,,,,
CTRA,LONG,0.5933333333333333,5.933333333333333,3.73,5.2257,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,5.7,NEUTRAL,retest_and_confirm,,,34.0,20.0,10.07,35.25,122020.0,26467.0,0.217,63467.0,30529.0,27978.0,76.0,0.359,0.0,0.17,1.0,1.4,0.67,0.5,3,1.0,1.3356274547088577e-24,0.000122,1.6e-05,7.400315392597817e-20,110814.06520220042,134.233264,517.241379,0,0,0.017348,0.0,,,,,,,,,,,,,,
WULF,LONG,0.5907359105862311,5.9073591058623105,5.6,5.8537,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",6.1,POSITIVE,trend_continuation,16058789.61,20.66,25.0,11.0,21.12,46.71,1586175.0,907938.0,0.572,687319.0,574968.0,723396.0,37.0,0.964,1.93,0.0,0.0,1.4,1.75,0.52,5,1.0,8.384641266142685,7.3e-05,8e-06,36240.31156862741,17288.902610522582,5.686741,28.551724,0,0,0.435414,0.0,,,,,,,,,,,,,,
NVT,LONG,0.5490969928988731,5.490969928988731,5.38,4.9595,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned, trend_continuation",room_to_target,3.0,NEUTRAL,trend_continuation,,,135.0,120.0,0.23,10.91,35468.0,7949.0,0.224,17129.0,15307.0,5253.0,83.0,0.503,1.8,0.11,0.0,1.4,1.66,0.4,11,1.0,99.0,4.2e-05,2.3e-05,5676.63550437276,4.254023539713243e-05,5.169208,6.693719,0,1,0.301927,0.380484,,,,,,,,,,,,,,
BP,LONG,0.45586008206104933,4.5586008206104935,5.43,4.9083,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.0,POSITIVE,trend_continuation,19283717.61,44.59,55.0,38.0,23.35,14.78,350107.0,179306.0,0.512,51782.0,113372.0,264425.0,94.6,0.352,1.72,0.66,0.8,1.4,0.55,0.29,16,1.0,0.04862417814991459,1.4e-05,9e-06,0.00022784589089369227,0.0036445545701301535,3.380744,44.060504,0,2,0.121762,0.0,,,,,,,,,,,,,,
IDYA,LONG,0.4383821597168194,4.383821597168193,4.94,4.4939,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, volume_capitulation_reversal","confirmation_volume, room_to_target",4.1,NEUTRAL,unknown,,,35.0,20.0,3.21,41.02,46303.0,12750.0,0.275,39777.0,4435.0,308.0,0.0,0.382,1.64,0.6,0.18,1.4,0.87,0.25,4,1.0,99.0,6.1e-05,0.0,2163.916087690721,0.0,1.28038,,0,0,0.0,0.0,,,,,,,,,,,,,,
DVA,LONG,0.42426220112785673,4.242622011278567,5.89,5.0883,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.0,NEUTRAL,ema_pullback,,,165.0,110.0,11.55,25.63,14293.0,11510.0,0.805,4745.0,5075.0,10959.0,91.5,0.437,1.64,0.8,0.94,1.2,1.09,0.22,2,1.0,99.0,2.6e-05,0.0,0.025116179218283328,0.0,4.613082,,0,0,0.0,0.0,,,,,,,,,,,,,,
AMAT,LONG,0.4147039300310869,4.147039300310869,5.46,4.4715,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.8,POSITIVE,trend_continuation,12758050.32,396.95,430.0,240.0,8.33,39.54,190090.0,179898.0,0.946,85266.0,79509.0,130279.0,92.5,0.577,1.83,0.25,0.07,1.4,1.62,0.29,18,1.0,5.235080892574826,4e-06,2e-06,12921.060478491601,4936.336512705346,0.819715,4.647333,3,2,0.762343,0.542345,,,,,,,,,,,,,,
TVTX,SHORT,0.6058333333333333,6.058333333333334,1.53,4.4482,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.8,NEUTRAL,unknown,,,50.0,20.0,22.64,50.94,63731.0,46924.0,0.736,14227.0,4386.0,9029.0,7.7,0.49,0.0,0.0,1.0,0.0,0.34,0.19,2,1.0,0.0,0.0,0.000241,0.0,174.91696666290275,,103.190476,0,1,0.0,0.000396,,,,,,,,,,,,,,
WEX,SHORT,0.45,4.5,3.12,4.326,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",5.7,NEUTRAL,bounce_and_fail,,,185.0,150.0,6.63,13.54,1381.0,7376.0,5.341,2946.0,0.0,2257.0,74.3,0.427,0.0,0.14,1.0,1.0,0.46,0.51,1,1.0,0.0,0.0,0.0003,0.0,6.757506352215963e-29,,250.0,0,0,0.0,0.0,,,,,,,,,,,,,,
DB,SHORT,0.3992206290535445,3.992206290535445,3.83,4.4451,watchlist_reeval_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target","momentum_aligned, trend_aligned",6.5,NEUTRAL,retest_and_confirm,,,40.0,30.0,18.73,10.95,50642.0,66241.0,1.308,17813.0,20145.0,38576.0,77.5,0.401,0.0,0.09,1.0,1.4,0.49,0.85,3,1.0,0.0,0.0,5e-06,0.0,6558.90135914194,,20.304842,0,0,0.0,0.49678,,,,,,,,,,,,,,
XPEV,LONG,0.6557372525862608,6.557372525862608,4.91,6.2117,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",7.3,POSITIVE,trend_continuation,4584894.72,18.09,20.0,17.0,10.5,6.08,324447.0,153018.0,0.472,40955.0,118844.0,221692.0,48.5,0.575,0.0,0.81,1.0,1.4,1.4,0.3,9,1.0,42.183876448609034,8.9e-05,3.9e-05,21641.567980907937,1795.6028300399453,4.294693,8.88567,1,0,0.080493,0.0,,,,,,,,,,,,,,
FSLY,LONG,0.6476308579563542,6.4763085795635424,6.59,6.4352,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.1,NEGATIVE,ema_pullback,-553888.17,24.55,30.0,17.5,22.15,28.75,152613.0,128139.0,0.84,78319.0,31833.0,96766.0,96.2,1.217,2.03,0.75,1.0,1.2,1.38,0.22,15,1.0,0.5041760575403269,0.000401,0.000251,10047.887940164776,29893.98581078323,1.675367,1.271753,1,2,0.354231,0.603145,,,,,,,,,,,,,,
EOSE,LONG,0.6065024774279698,6.065024774279698,4.79,5.3295,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.3,POSITIVE,trend_continuation,2702275.67,7.14,10.0,5.5,39.66,23.18,1088668.0,391516.0,0.36,261322.0,149218.0,971983.0,84.2,1.259,0.0,0.47,1.0,1.4,1.48,0.44,5,1.0,99.0,0.000231,2.3e-05,18407.517635496235,0.06742628102715427,2.269779,0.14862,0,0,0.118891,0.0,,,,,,,,,,,,,,
NU,LONG,0.5243061154191339,5.243061154191339,6.13,5.4205,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.8,POSITIVE,trend_continuation,6686303.45,15.32,17.0,13.0,10.82,15.25,826843.0,494217.0,0.598,171830.0,295615.0,596858.0,91.5,0.489,1.75,0.49,1.0,1.4,1.22,0.27,16,1.0,2.3790437100301043,1.9e-05,9e-06,4396.043200946462,3079.699056118389,1.779884,1.080208,3,0,0.819045,0.495591,,,,,,,,,,,,,,
SYF,LONG,0.5184372457895943,5.184372457895943,7.29,5.7992,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.1,NEUTRAL,trend_continuation,,,80.0,60.0,2.12,23.41,23649.0,42365.0,1.791,25312.0,16616.0,17910.0,53.5,0.357,2.33,0.0,1.0,1.4,1.9,0.66,9,1.0,99.0,3.9e-05,8e-06,15530.503567729043,0.03892014726152703,333.625821,0.213994,0,0,0.350649,0.0,,,,,,,,,,,,,,
PSKY,LONG,0.4433333333333333,4.433333333333333,6.13,4.9757,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",4.6,POSITIVE,trend_continuation,1203637.27,11.73,15.0,10.0,27.77,14.82,529846.0,500057.0,0.944,56908.0,109812.0,757130.0,73.6,0.6,1.99,0.0,1.0,1.4,1.72,0.02,2,1.0,99.0,0.000228,0.0,0.027541932074440303,0.0,0.105648,,0,0,0.062377,0.0,,,,,,,,,,,,,,
URA,SHORT,0.6228232142857143,6.228232142857143,3.38,5.8681,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",8.7,NEGATIVE,bounce_and_fail,-1685560.64,55.84,60.0,50.0,7.41,10.49,210549.0,137069.0,0.651,17829.0,104076.0,156091.0,37.5,0.509,0.0,0.0,1.0,1.0,0.38,1.0,10,1.0,99.0,0.000149,0.000386,0.06825477516013012,0.0009036085056263156,3.722177,8.564394,0,0,0.439896,0.139525,,,,,,,,,,,,,,
TLN,SHORT,0.4778655242321543,4.778655242321543,2.82,4.4553,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, not_extended, room_to_target","momentum_aligned, trend_aligned",6.1,NEUTRAL,bounce_and_fail,,,370.0,260.0,1.27,28.84,43547.0,27228.0,0.625,14920.0,10001.0,36328.0,59.6,0.568,0.0,0.09,1.0,1.0,0.21,0.52,5,1.0,0.0,0.0,4.5e-05,0.0,33.47827003882044,,2.161804,0,1,0.0,6e-06,,,,,,,,,,,,,,
NOW,LONG,0.4444159791053224,4.444159791053224,5.08,4.2261,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",2.4,POSITIVE,trend_continuation,7045016.95,96.68,100.0,85.0,3.46,12.06,597542.0,441671.0,0.739,225922.0,201931.0,460945.0,97.4,0.667,0.0,0.81,1.0,1.4,1.64,0.23,18,1.0,0.23443242502988365,1.8e-05,8e-06,3708.0404422145416,31634.19430347034,1.627364,0.800873,0,3,0.377887,0.019237,,,,,,,,,,,,,,
CRM,LONG,0.39396805701241644,3.9396805701241644,5.51,5.1228,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, support_ema_confluence",trend_aligned,7.5,NEGATIVE,support_ema_confluence,-22188942.8,,190.0,180.0,4.32,1.17,536766.0,403969.0,0.753,202465.0,204959.0,388707.0,54.3,0.426,0.0,0.96,1.0,1.6,1.47,0.48,14,1.0,40.11930959777648,1.3e-05,3e-06,14680.743369579166,914.8177970136862,0.692492,0.303166,2,2,0.328717,0.339338,,,,,,,,,,,,,,
REGN,LONG,0.39076942509576035,3.9076942509576034,4.29,4.4808,watchlist_reeval_failed,"momentum_aligned, not_extended, pullback_to_support, room_to_target","confirmation_volume, trend_aligned",6.2,NEUTRAL,pullback_to_support,,,1000.0,700.0,33.23,6.74,19267.0,19247.0,0.999,7667.0,8542.0,19368.0,82.6,0.429,0.0,0.85,0.69,1.4,1.14,0.2,8,1.0,0.3873555579843729,9e-06,6e-06,274.84498443743655,1182.5697724488941,2.659041,16.705276,0,1,0.0,0.0,,,,,,,,,,,,,,
SOFI,SHORT,0.6797794,6.797794000000001,3.26,5.1169,watchlist_reeval_failed,"confirmation_volume, retest_and_confirm, room_to_target","momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,retest_and_confirm,50951518.25,19.41,20.0,15.0,2.93,22.8,3083990.0,1654937.0,0.537,993686.0,783867.0,2187730.0,79.9,0.684,0.0,0.0,1.0,1.4,0.34,0.52,3,1.0,0.06938494863614161,1e-05,0.000126,91745.85619938455,2644546.3462257423,0.411069,2.16299,1,0,0.459604,0.0,,,,,,,,,,,,,,
NNE,SHORT,0.5802375686488505,5.802375686488505,2.56,4.9492,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",6.4,NEUTRAL,ema_rally,,,26.0,21.0,0.58,18.76,79124.0,32189.0,0.407,12129.0,19717.0,43858.0,64.6,0.971,0.0,0.15,0.31,1.2,0.33,0.57,3,1.0,0.10100956799606706,5.4e-05,9.1e-05,310.1228570844489,1535.1162431291855,4.904255,10.663121,0,0,0.0,0.11339,,,,,,,,,,,,,,
SWK,SHORT,0.345154982907337,3.45154982907337,5.71,4.5988,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,5.8,NEUTRAL,ema_rally,,,115.0,60.0,61.2,15.9,78557.0,21609.0,0.275,5023.0,15748.0,70191.0,84.0,0.453,1.79,0.96,0.51,1.2,0.45,0.8,1,1.0,0.0,0.0,2.5e-05,0.0,226492.00094540944,,3.463636,0,0,0.0,0.0,,,,,,,,,,,,,,
SMR,LONG,0.563952318257179,5.639523182571789,5.55,5.4048,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,4.6,POSITIVE,trend_continuation,2333032.72,12.65,20.0,10.0,58.1,20.95,362726.0,206606.0,0.57,144676.0,118488.0,182059.0,74.4,1.103,0.0,0.45,1.0,1.4,1.71,1.0,5,1.0,1.8726116634177907,0.00015,8.3e-05,73284.19800154926,58702.131974171454,1.055384,0.704751,0,0,0.037987,0.026525,,,,,,,,,,,,,,
CNK,LONG,0.5506904931672938,5.506904931672938,5.29,5.8005,watchlist_reeval_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, trend_aligned",room_to_target,7.3,NEUTRAL,ema_pullback,,,35.0,23.0,16.63,23.36,82695.0,17004.0,0.206,3103.0,66420.0,9861.0,53.2,0.439,1.68,0.6,0.18,1.2,1.01,0.63,2,1.0,99.0,7.8e-05,0.0,240.165294567037,0.0,75.956739,,0,0,0.0,0.0,,,,,,,,,,,,,,
CELH,LONG,0.5432373453809393,5.432373453809393,3.89,4.8232,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target","continuation_pattern, trend_aligned",4.7,POSITIVE,unknown,341695.19,35.27,60.0,30.0,70.21,14.89,336283.0,150866.0,0.449,46221.0,128978.0,244198.0,95.6,0.789,0.0,0.67,1.0,0.0,1.23,1.0,6,1.0,99.0,0.000113,1.2e-05,20884.351394740937,0.00027148440874783794,1.38423,0.895238,0,0,0.017092,0.0,3.0,3.0,0.48834176161234305,0.3498356837330293,0.0,0.0,0.209357,0.0,0.0,0.0,,,,
MGNI,LONG,0.5355167960973193,5.355167960973192,6.67,5.4986,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,4.1,NEUTRAL,trend_continuation,,,14.0,10.0,2.12,27.06,44986.0,11025.0,0.245,18011.0,7000.0,19057.0,77.5,0.768,1.69,0.35,1.0,1.4,1.71,0.53,3,1.0,99.0,0.000115,0.0,20962.30671250445,0.0,1.15718,,0,0,0.0,0.0,,,,,,,,,,,,,,
CAT,LONG,0.4869529623868778,4.869529623868778,5.1,4.4048,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, trend_aligned",room_to_target,2.2,NEUTRAL,bounce_and_fail,,,800.0,700.0,0.67,11.91,115580.0,129796.0,1.123,53540.0,53392.0,93335.0,90.3,0.419,1.82,0.13,0.0,1.0,1.7,0.45,19,1.0,11.623995499313024,5e-06,2e-06,17859.02626644145,3328.8516769393095,3.860533,0.825023,0,1,0.418366,0.290029,3.0,3.0,0.5393535089139517,0.5457634906361208,0.0,0.0,0.444478,0.314532,0.0,0.0,,,,
