ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_score_z_shadow,bearish_score_z_shadow,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,entry_price,stop_price,target_1,rr_ratio
PRAX,LONG,0.599875222539946,5.99875222539946,5.37,6.0304,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",7.1,NEUTRAL,retest_and_confirm,,,410.0,130.0,19.71,62.04,2596.0,9043.0,3.483,2167.0,209.0,6915.0,41.7,0.749,1.72,0.42,0.07,1.4,1.47,0.29,5,1.0,99.0,5.3e-05,0.0,98.72539197723822,0.0,31.3125,,2,0,0.653926,0.0,,,,,,,,,,,,,,
NKE,LONG,0.5000818543049248,5.000818543049248,5.02,5.1664,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.8,POSITIVE,trend_continuation,118993464.47,46.07,50.0,42.5,8.62,7.67,1223958.0,803858.0,0.657,426437.0,398889.0,937991.0,32.1,0.326,0.0,0.57,1.0,1.4,1.68,0.37,20,1.0,1.3012209934455525,3.2e-05,1e-05,1587.6576667646518,2265.954138668332,1.212569,0.522655,2,0,0.581263,0.343394,,,,,,,,,,,,,,
SOUN,LONG,0.42786181080636054,4.278618108063606,4.93,4.4983,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,4.4,POSITIVE,retest_and_confirm,4127689.94,8.1,10.0,6.0,23.76,25.74,641949.0,285900.0,0.445,245779.0,140409.0,228401.0,79.9,1.008,0.0,0.07,1.0,1.4,1.9,0.57,3,1.0,99.0,7e-05,0.0,2431.4850581385126,0.0,0.675036,,0,0,0.366983,0.0,,,,,,,,,,,,,,
SPXU,LONG,0.36833333333333335,3.6833333333333336,1.93,3.9607,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.7,NEUTRAL,unknown,,,65.0,42.0,49.22,3.58,38522.0,23351.0,0.606,28907.0,16365.0,5215.0,44.7,0.416,0.0,0.0,1.0,0.0,0.12,0.81,3,1.0,1.7364639339728242e-11,0.0,0.0,8.67481978054737e-17,9.991361882996794e-06,66.141667,,2,1,0.0,0.0,,,,,,,,,,,,,,
COHR,LONG,0.3570424930716674,3.570424930716674,5.53,4.4442,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",5.0,NEUTRAL,trend_continuation,,,370.0,300.0,7.24,13.05,88055.0,81281.0,0.923,43324.0,35472.0,46777.0,93.2,0.943,2.02,0.0,0.0,1.4,2.0,0.11,8,1.0,61.57438742595356,2.7e-05,3e-06,30362.193974427628,1479.293351197676,0.732656,4.602972,1,0,0.003213,2e-06,3.0,3.0,0.642221199185485,0.694488631748467,0.0,0.0,0.418657,0.172794,0.0,0.0,,,,
DASH,SHORT,0.5916630751796357,5.916630751796356,2.57,4.7893,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.3,NEUTRAL,bounce_and_fail,,,210.0,140.0,14.2,23.87,113487.0,62236.0,0.548,24886.0,45726.0,76893.0,88.7,0.628,0.0,0.0,1.0,1.0,0.24,0.33,19,1.0,0.26925849076380076,7e-06,2.6e-05,29939.91386950301,80868.32378959237,0.53291,3.048769,0,4,0.696225,0.21926,,,,,,,,,,,,,,
DG,SHORT,0.5352955952495093,5.352955952495093,4.05,5.4915,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",8.0,NEUTRAL,unknown,,,145.0,115.0,14.46,9.22,45531.0,49262.0,1.082,13862.0,30853.0,37769.0,45.3,0.339,2.02,0.66,1.0,0.0,0.09,0.28,5,1.0,99.0,2.5e-05,7.7e-05,26281.08457510356,1.6485038540368935e-12,0.959232,4.862237,0,0,0.005554,0.0,,,,,,,,,,,,,,
QBTS,SHORT,0.4300886286468066,4.3008862864680655,2.9,3.7604,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",3.7,POSITIVE,bounce_and_fail,3535259.01,21.66,30.0,5.0,38.31,76.95,396043.0,248452.0,0.627,120430.0,87452.0,254502.0,74.6,1.067,0.0,0.0,1.0,1.0,0.18,0.71,2,1.0,0.26385332972599795,9e-06,3.2e-05,47140.3476973902,178661.1817495111,2.049689,1.753676,0,0,0.0,0.0,3.0,3.0,0.3248371133098492,0.4821498517100328,0.0,0.0,0.0,0.041043,0.0,0.0,,,,
MGA,SHORT,0.3070801644854342,3.070801644854342,3.47,3.6164,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",5.2,NEUTRAL,trend_continuation,,,62.5,55.0,3.2,9.18,12097.0,7202.0,0.595,365.0,8693.0,7464.0,78.3,0.368,0.0,0.09,1.0,1.4,0.28,0.69,2,1.0,0.0,0.0,8e-06,0.0,1562.2369619018455,,1.987097,0,0,0.0,0.0,,,,,,,,,,,,,,
FSLR,SHORT,0.3013679563715148,3.013679563715148,6.35,4.7518,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, trend_aligned",room_to_target,6.7,NEGATIVE,retest_and_confirm,-121964006.21,190.32,410.0,180.0,115.29,5.48,329427.0,219592.0,0.667,37653.0,75844.0,376847.0,76.2,0.61,1.55,0.65,0.14,1.4,1.84,0.77,4,1.0,7.051962149788959,3e-06,1.9e-05,50073.009996115696,2366.859460886084,3.411765,0.476914,1,1,0.0,0.410635,3.0,3.0,0.6197726615097231,0.5258467005084594,0.0,0.0,0.428113,0.601909,0.0,0.0,,,,
BNO,LONG,0.5580309111548247,5.580309111548248,5.74,5.6322,watchlist_reeval_failed,"confirmation_volume, not_extended, retest_and_confirm, room_to_target, trend_aligned",momentum_aligned,5.6,NEUTRAL,retest_and_confirm,,,50.0,40.0,9.96,12.03,121484.0,31638.0,0.26,38966.0,36922.0,23580.0,80.7,0.689,1.92,0.49,1.0,1.4,0.56,0.37,10,1.0,0.017460636523177447,0.00663,0.001814,385.15478465060653,51469.74432032559,1.221136,10.080147,0,1,0.083882,0.000112,,,,,,,,,,,,,,
DE,LONG,0.4485305825806723,4.485305825806723,6.4,5.5027,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.7,NEUTRAL,retest_and_confirm,,,700.0,400.0,18.55,32.26,30775.0,24587.0,0.799,7998.0,14779.0,24305.0,64.9,0.31,1.63,0.9,1.0,1.4,1.19,0.29,8,1.0,40.1710414173236,8e-06,0.0,0.0008119333884705983,0.0001414833551425726,4.354753,2.893617,1,0,0.121134,0.0,,,,,,,,,,,,,,
OKTA,LONG,0.4304534818419284,4.304534818419284,5.62,4.9583,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,5.6,NEUTRAL,trend_continuation,,,82.5,50.0,14.19,30.8,95452.0,105046.0,1.101,39412.0,31660.0,104906.0,64.8,0.561,0.0,0.89,1.0,1.4,1.77,0.56,5,1.0,2.71813384996334,2.2e-05,5e-06,25853.204230478652,38045.52043061064,2.110058,0.386029,1,0,0.459686,0.0,,,,,,,,,,,,,,
DOCN,LONG,0.381564488990346,3.81564488990346,5.6,4.6078,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.1,NEUTRAL,trend_continuation,,,90.0,80.0,5.1,6.57,85617.0,54028.0,0.631,51047.0,494.0,54201.0,98.9,1.024,1.78,0.71,0.28,1.4,1.26,0.17,3,1.0,42.99884859697642,2.9e-05,1e-05,59643.09788990318,2774.1718597598515,1.675781,0.609375,0,0,0.02446,0.0,,,,,,,,,,,,,,
SBAC,SHORT,0.3305001330789783,3.305001330789783,1.23,2.9215,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.5,NEUTRAL,unknown,,,230.0,170.0,3.07,23.81,13353.0,3139.0,0.235,5701.0,2849.0,873.0,83.0,0.32,0.0,0.0,1.0,0.0,0.2,0.03,2,1.0,0.0,0.0,6e-06,0.0,1240.5406419128349,,2.491429,0,0,0.0,0.0,,,,,,,,,,,,,,
SMTC,SHORT,0.3194830984320937,3.1948309843209373,1.73,3.4764,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.8,NEUTRAL,unknown,,,110.0,85.0,2.13,21.08,22464.0,17522.0,0.78,4566.0,2174.0,16301.0,44.9,0.637,0.0,0.0,1.0,0.0,0.23,0.51,1,1.0,0.0,0.0,4e-05,0.0,3.4869689465861443e-12,,12.390244,0,0,0.0,0.0,,,,,,,,,,,,,,
XLF,SHORT,0.2963571428571429,2.963571428571429,1.77,3.1928,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",5.9,POSITIVE,unknown,177787153.34,52.43,53.0,48.0,1.09,8.45,2564494.0,3652853.0,1.424,662005.0,1766111.0,2860581.0,66.0,0.177,0.0,0.04,1.0,0.0,0.43,0.3,9,1.0,0.03854159451719499,0.0,0.0,3012.026908841787,22328.581045810122,0.04693,0.213139,0,0,0.263035,0.609,,,,,,,,,,,,,,
AKAM,LONG,0.6732109199634623,6.732109199634623,4.46,5.7641,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.3,NEUTRAL,trend_continuation,,,115.0,80.0,19.93,16.57,100215.0,65003.0,0.649,44197.0,22929.0,73072.0,92.9,0.659,0.0,0.37,1.0,1.4,1.46,0.23,11,1.0,99.0,9.3e-05,0.0,2562.7768676673386,0.0,0.458485,,8,0,0.60747,0.0,,,,,,,,,,,,,,
SOC,LONG,0.6429086190476191,6.429086190476191,3.87,5.3955,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.1,POSITIVE,ema_pullback,222546.74,13.17,20.0,9.0,52.56,31.35,204693.0,76697.0,0.375,38793.0,38600.0,107001.0,16.5,1.113,0.0,0.6,1.0,1.2,0.9,0.17,8,1.0,99.0,0.00044,0.000115,0.0006946551562798369,6.522153541996488e-23,19.077364,166.909695,0,1,0.234054,0.0,,,,,,,,,,,,,,
AEHR,LONG,0.6329962169689197,6.329962169689197,6.93,6.444,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",6.0,NEUTRAL,trend_continuation,,,95.0,55.0,13.28,34.41,70666.0,39799.0,0.563,12711.0,11707.0,46463.0,70.9,1.183,2.86,0.0,1.0,1.4,1.34,0.33,3,1.0,99.0,9.4e-05,0.0,27333.58010923672,0.0,2.648199,,0,0,0.358209,0.0,,,,,,,,,,,,,,
WING,LONG,0.6325000000000001,6.325000000000001,4.66,5.6805,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.6,NEUTRAL,trend_continuation,,,250.0,140.0,27.33,28.7,15583.0,15781.0,1.013,4442.0,4528.0,15581.0,97.4,0.911,0.0,0.49,1.0,1.4,1.53,0.24,7,1.0,99.0,0.000124,3.9e-05,299.4363463351794,2.0137715534223983e-13,3.366529,1.79511,1,0,0.051981,0.0,,,,,,,,,,,,,,
SANM,LONG,0.6005145484156116,6.005145484156116,7.28,5.7866,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,3.0,NEUTRAL,trend_continuation,,,175.0,145.0,0.52,16.71,10810.0,1298.0,0.12,5097.0,1286.0,399.0,98.8,0.804,2.27,0.0,1.0,1.4,1.84,0.77,6,1.0,23.806364297090784,7e-05,8e-06,0.0008700226443989561,7.309160135008736e-05,329.75,361.5,2,2,0.309784,0.368627,,,,,,,,,,,,,,
HPE,LONG,0.5079007619239724,5.079007619239723,5.57,5.4105,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.0,POSITIVE,trend_continuation,6069556.2,26.43,30.0,17.0,13.46,35.7,218452.0,182825.0,0.837,70721.0,68346.0,161960.0,49.1,0.446,1.97,0.0,0.0,1.4,1.91,0.29,7,1.0,0.00010935999053101553,3.2e-05,1.6e-05,2.936955575130286,67139.62667858263,38.148599,1187.707949,0,1,0.472619,0.000247,,,,,,,,,,,,,,
EL,LONG,0.5040055879179972,5.040055879179972,4.73,4.939,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.0,NEUTRAL,trend_continuation,,,80.0,65.0,4.99,14.7,108856.0,100098.0,0.92,27006.0,66644.0,113922.0,73.5,0.151,0.0,0.96,1.0,1.4,1.24,0.14,6,1.0,65.12930612785708,4.6e-05,9e-06,254.43443077881898,3.9066043522609006,5.475464,0.308576,1,0,0.069711,0.286679,,,,,,,,,,,,,,
CVI,LONG,0.47067457999999995,4.706745799999999,3.55,4.5184,watchlist_reeval_failed,"confirmation_volume, ema_pullback, not_extended, room_to_target","momentum_aligned, trend_aligned",5.5,NEUTRAL,ema_pullback,,,35.0,25.0,18.89,15.08,28436.0,11310.0,0.398,14713.0,4711.0,10414.0,80.7,0.609,0.0,0.56,1.0,1.2,0.29,0.49,7,1.0,99.0,0.000164,6.6e-05,1467.4676391777634,6.24249121312789e-05,0.511243,2.640408,0,0,0.00334,0.068555,,,,,,,,,,,,,,
SMCI,LONG,0.4318674230792957,4.318674230792957,4.37,4.2503,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.9,POSITIVE,trend_continuation,25853493.97,28.57,30.0,20.0,5.04,29.97,1398756.0,1195656.0,0.855,620741.0,392049.0,1194048.0,81.5,0.825,0.0,0.22,1.0,1.4,1.76,0.0,7,1.0,19.303734674620078,3.9e-05,3e-06,71503.77049422443,22224.850796846666,0.406177,0.150655,1,0,0.683424,0.0,,,,,,,,,,,,,,
EA,LONG,0.42877759582849473,4.287775958284947,5.9,4.9939,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.4,NEUTRAL,trend_continuation,,,210.0,200.0,3.03,1.88,76884.0,131484.0,1.71,7241.0,109683.0,57936.0,17.5,0.054,1.86,0.43,0.1,1.4,1.9,0.21,4,1.0,99.0,2.3e-05,4e-06,50.8592750806566,9.164300355924583e-31,37.1086,,0,0,0.0,0.0,,,,,,,,,,,,,,
FRMI,LONG,0.41338612565215616,4.133861256521562,5.19,4.8439,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.1,POSITIVE,trend_continuation,849388.49,6.55,7.5,5.0,14.5,23.66,281591.0,103428.0,0.367,178279.0,23273.0,97498.0,49.4,1.551,0.0,0.76,1.0,1.4,1.58,0.45,2,1.0,4.120716907185797,3.8e-05,9e-06,72517.20708193672,17598.20165162999,6.985455,0.515684,1,0,0.0,0.0,,,,,,,,,,,,,,
STZ,LONG,0.3644503502097339,3.6445035020973386,3.28,3.7063,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",4.5,NEUTRAL,unknown,,,170.0,150.0,4.76,7.57,56297.0,50373.0,0.895,13137.0,30305.0,43785.0,4.2,0.26,1.94,0.53,0.36,0.0,0.12,0.33,2,1.0,99.0,7e-06,0.0,1708.035554308165,0.0,10.693878,,0,0,0.0,0.0,,,,,,,,,,,,,,
SVIX,SHORT,0.6366996675088542,6.366996675088542,2.76,5.3515,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.7,NEUTRAL,bounce_and_fail,,,19.0,14.0,0.16,26.2,45879.0,46436.0,1.012,26273.0,19030.0,28500.0,29.8,0.566,0.0,0.35,0.98,1.0,0.42,0.0,3,1.0,0.0,0.0,0.000386,0.0,813.3669736481779,,11.29965,0,2,0.0,0.003554,,,,,,,,,,,,,,
PPLT,SHORT,0.6333333333333334,6.333333333333334,1.54,5.0487,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.1,NEUTRAL,unknown,,,200.0,170.0,3.91,11.67,34199.0,12943.0,0.378,7442.0,9192.0,22447.0,54.5,0.458,0.0,0.51,0.47,0.0,0.41,0.15,5,1.0,0.0,0.0,0.000341,0.0,291.8584128539562,,8.857968,0,0,0.0,0.0,,,,,,,,,,,,,,
EWA,SHORT,0.5719047619047619,5.719047619047619,2.95,4.8045,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",5.3,NEUTRAL,bounce_and_fail,,,31.0,29.0,2.62,4.01,3790.0,39205.0,10.344,4289.0,36020.0,960.0,80.0,0.238,0.0,0.0,1.0,1.0,0.69,0.26,7,0.7,2.4723467236052088e-05,0.000139,0.000355,4.033926266983137e-09,0.00040790458600208106,692.870157,332.808851,0,0,6.5e-05,0.0,,,,,,,,,,,,,,
CHTR,SHORT,0.5314986093679925,5.314986093679925,1.95,4.4825,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",6.2,NEUTRAL,unknown,,,400.0,200.0,69.05,15.48,74613.0,62027.0,0.831,22007.0,29797.0,72746.0,68.5,0.59,0.0,0.26,1.0,0.0,0.37,0.33,12,1.0,99.0,3.6e-05,7e-05,10730.512039849329,54.04514925179733,0.711177,1.624003,2,2,0.41879,0.126065,,,,,,,,,,,,,,
USO,SHORT,0.5021828907994493,5.021828907994493,3.42,4.8969,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",6.8,NEGATIVE,unknown,-10953199.47,,130.0,100.0,12.03,13.82,779763.0,1191977.0,1.529,478849.0,438972.0,471815.0,81.6,0.657,0.0,0.62,1.0,0.0,1.51,0.29,2,1.0,0.9157590184488299,0.000142,0.000234,137767.84269531973,150441.15309798374,1.321101,0.068956,0,1,0.0,0.0,2.0,2.0,0.48399638438890025,0.2424231003545976,1.1e-05,0.0,0.613292,0.0,0.0,0.0,,,,
ALLY,SHORT,0.4457846861789223,4.457846861789223,2.19,4.0059,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.6,NEUTRAL,unknown,,,46.0,40.0,1.41,11.82,43402.0,36583.0,0.843,20025.0,8350.0,19222.0,19.2,0.298,0.0,0.0,1.0,0.0,0.19,1.0,3,1.0,0.0,0.0,2.3e-05,0.0,22412.61080406564,,4.090803,0,1,0.0,0.086861,,,,,,,,,,,,,,
HD,SHORT,0.38876012907870594,3.8876012907870594,2.07,3.8248,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",6.3,NEUTRAL,unknown,,,350.0,300.0,0.17,14.14,132400.0,109802.0,0.829,43424.0,48651.0,97392.0,64.9,0.272,0.0,0.37,1.0,0.0,0.26,0.44,14,1.0,99.0,1e-06,4e-06,19.35683771167051,2.2932768824774787e-08,0.298708,2.036933,0,1,3.9e-05,0.06002,3.0,3.0,0.44941964036555015,0.3104069009409817,0.0,0.0,0.868307,0.231884,0.0,0.0,,,,
UPRO,SHORT,0.3866988819047619,3.866988819047619,1.56,3.6215,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.1,NEUTRAL,unknown,,,145.0,80.0,15.79,36.12,60379.0,43656.0,0.723,31313.0,17429.0,29348.0,58.1,0.43,0.0,0.0,1.0,0.0,0.14,0.42,6,1.0,2.7824593292552324e-08,0.0,0.0,0.00012674784432314254,911.049034862756,6.152174,2.543677,1,1,0.0,0.355429,,,,,,,,,,,,,,
IBKR,SHORT,0.3399353605514067,3.399353605514067,1.59,3.5767,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",7.0,NEUTRAL,unknown,,,85.0,50.0,4.03,38.81,85476.0,54755.0,0.641,10185.0,41698.0,65611.0,54.0,0.405,0.0,0.0,1.0,0.0,0.19,0.4,6,1.0,0.17948433915305406,8e-06,1.2e-05,9997.632693841779,55701.977905249805,1.435473,1.975724,0,0,0.30402,0.625374,,,,,,,,,,,,,,
XLI,SHORT,0.3380044933333334,3.380044933333334,2.04,3.842,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.7,NEGATIVE,unknown,-1452948.91,173.51,180.0,145.0,3.74,16.43,119018.0,609976.0,5.125,233393.0,327280.0,99313.0,84.9,0.21,0.0,0.27,1.0,0.0,0.58,0.19,12,1.0,1.8651249519484125,0.0,0.0,482.3785918422224,129.31535534343237,3.72505,0.922511,0,0,0.250022,0.650487,3.0,3.0,0.4722029344889863,0.3208031877121165,0.0,0.0,0.437899,0.0,0.0,0.0,,,,
HIMX,SHORT,0.3364447157560159,3.3644471575601593,2.87,3.6232,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.4,NEUTRAL,bounce_and_fail,,,12.0,9.0,8.11,18.92,100846.0,23226.0,0.23,16384.0,19328.0,51831.0,96.1,0.776,0.0,0.0,1.0,1.0,0.31,0.55,2,1.0,99.0,1e-05,4.2e-05,953.7793385069807,7.233361289970991e-08,10.131313,1.029518,0,0,0.0,0.0,,,,,,,,,,,,,,
DLO,SHORT,0.31988017679871,3.1988017679871,3.38,3.7334,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.6,NEUTRAL,bounce_and_fail,,,16.0,11.47,16.96,16.15,102901.0,19169.0,0.186,33818.0,14113.0,65521.0,64.6,0.686,0.0,0.41,0.99,1.0,0.67,0.31,4,1.0,4.509451255108207e-16,2e-05,3.3e-05,4.0212730856466064e-14,29.724777717993934,0.524579,0.497905,0,1,0.0,0.081132,,,,,,,,,,,,,,
ETHU,SHORT,0.30079721268122217,3.0079721268122217,3.24,3.836,watchlist_reeval_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",6.8,NEUTRAL,ema_rally,,,30.0,15.0,0.98,49.51,55288.0,34147.0,0.618,19693.0,26148.0,27903.0,28.6,1.258,0.0,0.07,1.0,1.2,0.27,0.71,1,1.0,0.0,0.0,0.000237,0.0,75.99719870217824,,0.306087,0,0,0.0,0.0,,,,,,,,,,,,,,
GS,SHORT,0.29604294068147324,2.9604294068147325,1.3,2.9702,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",5.5,POSITIVE,unknown,343891916.82,925.71,1000.0,800.0,8.0,13.6,253468.0,213141.0,0.841,77043.0,63115.0,207363.0,47.9,0.296,0.0,0.1,0.59,0.0,0.1,0.51,5,1.0,0.0,0.0,2e-06,0.0,3857.3755004114983,,0.725741,0,0,0.0,0.737839,,,,,,,,,,,,,,
ONDS,LONG,0.7605705301874561,7.605705301874561,4.92,5.7389,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",2.3,POSITIVE,trend_continuation,10710273.86,10.02,10.0,5.0,0.0,50.0,1102367.0,552107.0,0.501,356873.0,412452.0,587848.0,2.9,0.954,0.0,0.82,1.0,1.4,1.41,0.29,8,1.0,99.0,0.000468,0.0,78189.07225054399,0.0,6.571051,,0,0,0.550703,0.0,,,,,,,,,,,,,,
SOXS,LONG,0.5053637564824027,5.053637564824028,1.71,4.3198,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.4,NEUTRAL,unknown,,,23.0,17.0,21.89,9.91,111381.0,42008.0,0.377,63408.0,8908.0,19444.0,65.6,1.16,0.0,0.0,1.0,0.0,0.0,0.71,2,1.0,2.5552502991878194,0.000274,0.000108,180.91606443765355,70.80169973765675,167.111111,66.444444,0,1,0.0,0.0,,,,,,,,,,,,,,
ORBS,LONG,0.4654648234965568,4.654648234965569,4.68,4.9913,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_continuation",trend_aligned,6.3,NEUTRAL,trend_continuation,,,1.5,1.0,41.51,5.66,138603.0,59651.0,0.43,57591.0,24517.0,24301.0,13.5,1.59,0.0,0.89,1.0,1.4,0.93,0.47,1,1.0,99.0,0.000182,0.0,605.133851272888,0.0,4.004373,,1,0,0.0,0.0,,,,,,,,,,,,,,
IWM,LONG,0.3652262431870606,3.652262431870606,6.83,4.9151,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,5.2,NEGATIVE,trend_continuation,-145478824.12,,280.0,250.0,1.53,9.35,2723672.0,7664491.0,2.814,2190253.0,2155071.0,4078529.0,52.0,0.217,2.23,0.0,1.0,1.4,1.79,0.41,9,1.0,4.037742964265927,9e-06,4e-06,83890.12326513814,72717.71235229273,1.222328,0.064469,4,0,0.792312,0.140336,3.0,2.0,0.46679363498940496,0.36780077669087985,0.0,0.0,0.0,0.19315,0.0,0.0,,,,
MRK,LONG,0.34198126412658086,3.4198126412658088,6.5,4.6199,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,4.8,POSITIVE,retest_and_confirm,29445444.96,119.0,130.0,100.0,9.18,16.02,309627.0,228794.0,0.739,50772.0,133385.0,240236.0,89.4,0.32,1.53,1.0,0.55,1.4,1.32,0.69,16,1.0,0.12906589133469354,3e-06,1e-06,876.2644730118832,14936.415970870421,0.345854,0.135532,1,2,0.412284,0.0,,,,,,,,,,,,,,
STX,SHORT,0.5771633156899958,5.7716331568999575,1.46,4.3438,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.1,NEUTRAL,unknown,,,550.0,200.0,0.41,63.49,83457.0,88921.0,1.065,32715.0,27721.0,79571.0,93.2,0.814,0.0,0.0,1.0,0.0,0.2,0.26,24,1.0,0.0009393329105371038,1.6e-05,2.5e-05,202.81446980118363,56819.28983466625,9.278879,40.662409,1,1,0.49635,0.613103,,,,,,,,,,,,,,
