ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_score_z_shadow,bearish_score_z_shadow
RMD,SHORT,0.375,3.75,5.94,4.857,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.0,NEUTRAL,retest_and_confirm,,,250.0,200.0,10.43,11.65,2585.0,8776.0,3.395,1813.0,5298.0,4250.0,96.2,0.411,2.0,0.77,0.39,1.4,1.39,0.0,1,1.0,0.0,0.0,5e-06,0.0,1.1413739692908545e-30,,330.0,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.166094,0.0,0.0,,
SYY,LONG,0.6037216753043289,6.037216753043289,4.26,5.2566,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned",4.8,NEUTRAL,support_ema_confluence,,,80.0,70.0,4.64,8.44,69955.0,19348.0,0.277,17183.0,46488.0,25632.0,93.4,0.275,0.0,0.95,0.0,1.6,1.71,0.0,15,1.0,0.28022143022653073,3.4e-05,1.1e-05,1.000131480170213,1.7845378195409747,11.482153,14.874516,2,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.488469,0.58081,0.0,0.0,,
PRAX,LONG,0.5992473355422024,5.992473355422025,5.22,5.9422,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",6.9,NEUTRAL,trend_continuation,,,450.0,130.0,31.25,62.08,1815.0,7436.0,4.097,1824.0,512.0,6915.0,48.1,0.767,1.75,0.44,0.07,1.4,1.49,0.07,5,1.0,99.0,5.3e-05,0.0,0.002897609740697628,0.0,31.3125,,2,0,0.653926,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.040588,0.0,0.0,0.0,,
AS,LONG,0.5850739908100202,5.850739908100202,4.9,6.0554,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",8.3,NEUTRAL,support_ema_confluence,,,40.0,35.0,9.24,4.41,28435.0,6282.0,0.221,9911.0,12471.0,12335.0,35.4,0.478,1.77,0.5,0.12,1.6,0.91,0.0,5,1.0,99.0,1.8e-05,0.0,0.7439554507650326,0.0,4.920413,,1,0,0.530603,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.395065,0.0,0.0,0.0,,
IVZ,LONG,0.5756834610186145,5.756834610186145,4.93,5.3174,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",4.8,NEUTRAL,retest_and_confirm,,,26.0,15.0,4.25,39.86,72973.0,3504.0,0.048,26955.0,38129.0,11393.0,80.7,0.435,0.0,0.6,0.88,1.4,1.76,0.29,9,0.7,99.0,0.000392,2.4e-05,280.30508522968313,3.0600030527226997e-11,211.828862,242.365789,0,2,0.487465,0.543647,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.475812,0.566368,0.0,0.0,,
FLR,LONG,0.5526562906159647,5.526562906159647,5.28,5.6073,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",6.3,NEUTRAL,trend_continuation,,,70.0,37.5,45.53,22.04,66955.0,25243.0,0.377,11339.0,44967.0,35892.0,80.0,0.596,1.56,0.94,1.0,1.4,0.38,0.0,4,1.0,99.0,0.0001,1.7e-05,3.8051516188866126e-19,1.71387454247134e-25,76.351229,4.238532,0,0,0.511983,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.554488,0.251618,0.0,0.0,,
ATI,LONG,0.5500885843057788,5.500885843057787,5.31,5.4434,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.5,NEUTRAL,trend_continuation,,,200.0,145.0,22.3,11.33,11938.0,5055.0,0.423,6895.0,2224.0,7874.0,87.7,0.542,1.79,0.34,0.1,1.4,1.68,0.0,5,1.0,99.0,2.3e-05,0.0,6.411177587297183e-08,0.0,7.472731,,0,0,0.002446,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.304925,0.0,0.0,0.0,,
DOV,LONG,0.5472213300213942,5.472213300213942,6.26,5.9141,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, volume_capitulation_reversal",confirmation_volume,6.5,NEUTRAL,unknown,,,270.0,210.0,21.83,5.24,6043.0,2570.0,0.425,2658.0,3007.0,2948.0,89.3,0.324,1.65,0.37,0.97,1.4,1.86,0.0,4,1.0,99.0,1.1e-05,1e-06,2.476498592419863e-10,8.016587212063446e-25,9.21819,1.123596,0,0,0.420384,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367616,0.631344,0.0,0.0,,
BOOT,LONG,0.5426105641932177,5.426105641932177,4.72,5.2891,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",5.8,NEUTRAL,retest_and_confirm,,,200.0,100.0,19.41,40.29,1388.0,805.0,0.58,1785.0,4.0,404.0,84.7,0.599,0.0,0.41,1.0,1.4,1.9,0.0,4,1.0,99.0,7.3e-05,5e-06,1.0773059390106908e-12,2.4338123133626155e-21,65.244167,268.0,0,0,9e-06,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.763403,0.623421,0.0,0.0,,
SEZL,LONG,0.541253014686439,5.41253014686439,5.45,5.4013,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, trend_aligned, trend_continuation","not_extended, room_to_target",5.3,NEUTRAL,trend_continuation,,,105.0,50.0,28.46,38.83,16621.0,12595.0,0.758,9646.0,8037.0,11533.0,77.9,0.928,1.71,0.0,0.15,1.4,1.83,0.37,4,0.7,99.0,0.000123,0.0,0.004809790093288227,0.0,29.139961,,0,0,0.49987,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.042323,0.0,0.0,0.0,,
REAL,LONG,0.5270550086376622,5.2705500863766215,5.88,5.3793,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,4.9,NEUTRAL,support_ema_confluence,,,15.0,10.0,28.87,14.09,69568.0,18087.0,0.26,55411.0,99.0,32145.0,84.2,0.961,1.87,0.07,1.0,1.6,1.23,0.11,2,1.0,99.0,0.001385,0.0,1.8130956465718767e-24,0.0,13.938264,,0,0,0.047673,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.115894,0.0,0.0,0.0,,
SUN,LONG,0.5114994530821066,5.1149945308210665,5.48,5.0015,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.0,NEUTRAL,trend_continuation,,,65.0,62.5,1.85,2.07,8787.0,4084.0,0.465,754.0,6210.0,5907.0,86.5,0.276,1.56,0.78,0.75,1.4,0.99,0.0,1,1.0,99.0,1e-05,0.0,38.913999880223784,0.0,14.754717,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.419964,0.0,0.0,0.0,,
IMVT,LONG,0.5114994530821066,5.1149945308210665,5.21,5.3805,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.3,NEUTRAL,trend_continuation,,,30.0,22.0,4.33,23.49,26508.0,3883.0,0.146,14429.0,10198.0,5764.0,35.6,0.629,1.85,0.0,0.02,1.4,1.67,0.27,1,1.0,99.0,3.9e-05,0.0,1.0541747539282635e-27,0.0,52.736842,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.386964,0.0,0.0,0.0,,
VSAT,LONG,0.49859074162953737,4.985907416295373,5.83,5.702,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",7.3,NEUTRAL,trend_continuation,,,70.0,42.0,9.51,34.29,54361.0,12745.0,0.234,33156.0,20737.0,13213.0,52.9,0.807,2.51,0.0,0.0,1.4,1.77,0.15,4,1.0,99.0,5.3e-05,4e-06,0.20540191506599467,1.0774480890664074e-12,108.793175,0.024794,0,0,0.10262,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.128881,0.030732,0.0,0.0,,
CENX,LONG,0.49567779934486816,4.956777993448681,5.26,5.2764,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.1,NEUTRAL,trend_continuation,,,65.0,45.0,6.72,26.11,32823.0,10555.0,0.322,4787.0,25698.0,12893.0,90.0,0.84,1.69,0.98,0.58,1.4,0.61,0.0,1,1.0,99.0,0.000135,0.0,275.3785814649733,0.0,26.338346,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.196359,0.0,0.0,0.0,,
ZTS,LONG,0.4956480223017188,4.956480223017188,6.54,5.1802,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,3.7,NEUTRAL,retest_and_confirm,,,125.0,105.0,1.71,14.56,43650.0,10815.0,0.248,8150.0,9364.0,36951.0,90.5,0.418,1.63,0.48,0.89,1.4,1.84,0.3,3,1.0,99.0,6e-06,0.0,0.00023500379551599475,0.0,5.576784,,0,0,0.399255,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.435878,0.0,0.0,0.0,,
ROK,LONG,0.4796607548598844,4.796607548598844,6.02,4.9443,watchlist_reeval_failed,"momentum_aligned, room_to_target, trend_aligned, trend_continuation","confirmation_volume, not_extended",3.7,NEUTRAL,trend_continuation,,,430.0,320.0,3.62,22.89,5629.0,10770.0,1.913,11627.0,2478.0,2294.0,87.3,0.403,2.25,0.0,0.65,1.4,1.68,0.05,8,1.0,99.0,3.5e-05,4e-06,0.00090433343279776,3.213755170616637e-10,1.387993,0.851332,0,0,1.3e-05,0.030972,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.329061,0.630731,0.0,0.0,,
SMMT,LONG,0.4534837255811759,4.534837255811759,7.53,6.0264,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, room_to_target, trend_aligned, trend_continuation",not_extended,7.5,NEUTRAL,trend_continuation,,,35.0,20.0,40.0,20.0,43568.0,25745.0,0.591,16665.0,27813.0,24835.0,56.1,0.939,2.93,0.0,1.0,1.4,1.82,0.38,4,0.7,99.0,1.9e-05,0.0,9.822745146419777,0.0,125.003496,,0,0,0.135007,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.351794,0.0,0.0,0.0,,
TT,LONG,0.4498434660615612,4.4984346606156125,5.34,4.7112,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",4.3,NEUTRAL,trend_continuation,,,500.0,390.0,4.73,18.31,5595.0,3766.0,0.673,3207.0,2516.0,3638.0,89.2,0.344,2.16,0.0,0.0,1.4,1.78,0.0,8,1.0,99.0,5e-06,2e-06,0.08587983720798922,3.171218564412382e-10,1.622619,2.08894,0,1,0.214773,0.630056,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.424504,0.28137,0.0,0.0,,
TSEM,LONG,0.44650960280654306,4.465096028065431,6.13,4.6715,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",3.0,NEUTRAL,trend_continuation,,,230.0,200.0,1.97,11.33,66967.0,46180.0,0.69,55365.0,45989.0,11793.0,98.8,0.959,2.75,0.0,0.0,1.4,1.8,0.18,7,1.0,99.0,0.000239,2.7e-05,0.014164775265104589,2.4406142251730105e-08,186.585831,0.440824,0,0,0.342829,0.478095,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.357831,0.317425,0.0,0.0,,
BBIO,LONG,0.4380246333195209,4.380246333195209,4.72,4.7861,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",5.9,NEUTRAL,trend_continuation,,,95.0,45.0,24.51,41.02,19558.0,22950.0,1.173,9641.0,7488.0,25379.0,19.8,0.502,2.06,0.67,0.27,1.4,0.33,0.0,1,1.0,99.0,2e-05,0.0,0.002562716990435561,0.0,4.545455,,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.580714,0.0,0.0,0.0,,
PCT,LONG,0.43608631867839937,4.360863186783994,3.96,4.1084,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",3.7,POSITIVE,trend_continuation,638479.88,6.73,10.0,5.0,48.48,25.76,311352.0,154399.0,0.496,103342.0,84576.0,277833.0,96.6,1.126,0.0,0.39,1.0,1.4,1.17,0.0,4,1.0,0.0001943841104600521,0.000379,2.5e-05,0.0009263585377650421,14.296825016807402,2.583168,0.167915,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.112248,0.179247,0.0,0.0,,
VOYA,LONG,0.4216666666666667,4.216666666666667,6.51,5.2213,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,5.8,NEUTRAL,trend_continuation,,,80.0,65.0,6.07,13.82,14413.0,4993.0,0.346,18546.0,9.0,851.0,84.7,0.358,1.98,0.26,1.0,1.4,1.72,0.16,4,1.0,99.0,0.000171,0.0,0.03281624329053493,0.0,22.785441,,0,0,1e-06,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.915194,0.0,0.0,0.0,,
PRKS,LONG,0.4153394126984127,4.153394126984127,4.84,4.7887,watchlist_reeval_failed,"not_extended, room_to_target, support_ema_confluence, trend_aligned","confirmation_volume, momentum_aligned",6.3,NEUTRAL,support_ema_confluence,,,40.0,35.0,13.77,0.46,1915.0,150.0,0.078,57.0,1695.0,313.0,96.7,0.69,1.73,0.91,0.28,1.6,0.17,0.15,2,1.0,99.0,6.7e-05,0.0,24.152449534733435,0.0,29.694444,,0,0,0.446974,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.331027,0.0,0.0,0.0,,
EXE,LONG,0.40382409121800117,4.038240912180012,2.11,3.9121,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",6.3,NEUTRAL,unknown,,,120.0,90.0,24.68,6.49,45564.0,87846.0,1.928,69157.0,29343.0,34910.0,59.3,0.341,0.0,0.2,1.0,0.0,0.9,0.01,5,1.0,99.0,2.4e-05,3e-06,4.013679017434875,2.607171509276357e-13,250.30512,0.268608,0,0,0.0,2e-06,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.219936,0.236396,0.0,0.0,,
B,LONG,0.403144149750673,4.03144149750673,3.83,4.2647,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.5,POSITIVE,ema_pullback,5788743.93,,50.0,30.0,17.1,29.74,463582.0,301853.0,0.651,62279.0,211203.0,491953.0,71.3,0.51,0.0,0.89,1.0,1.2,0.6,0.14,19,1.0,99.0,3.5e-05,1.1e-05,2.6689070975638405,0.0013047896231457446,0.767301,1.539485,2,2,0.016737,0.037582,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.025269,0.344064,0.0,0.0,,
DEO,LONG,0.39055555555555554,3.9055555555555554,4.29,4.2598,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.1,NEUTRAL,trend_continuation,,,85.0,70.0,3.38,14.86,16537.0,11478.0,0.694,1993.0,17224.0,8798.0,83.0,0.348,0.0,0.09,1.0,1.4,1.69,0.11,2,1.0,99.0,1e-06,0.0,0.07147950249119257,0.0,3.30942,,0,0,0.00239,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.508818,0.0,0.0,0.0,,
VICR,LONG,0.37962904559706107,3.7962904559706105,6.74,4.5001,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,2.9,NEUTRAL,trend_continuation,,,230.0,155.0,1.72,31.45,4532.0,3017.0,0.666,2660.0,2453.0,2436.0,97.1,1.153,1.82,0.08,1.0,1.4,1.88,0.57,4,1.0,20.9522328079398,3.3e-05,1.5e-05,6.1210610403977205e-09,8.764308457967533e-10,3.234951,2.386364,0,0,0.026341,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.270112,0.192191,0.0,0.0,,
LCID,LONG,0.37696661094630685,3.7696661094630683,2.05,3.6598,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.8,NEGATIVE,unknown,-305441.94,,10.0,5.0,44.61,27.69,204752.0,277077.0,1.353,247497.0,37834.0,196498.0,96.5,1.042,0.0,0.0,1.0,0.0,0.05,1.0,4,1.0,56.07464124686605,0.000183,2.3e-05,1.9003737528025109,0.10167022261111945,3.239116,0.665159,0,0,0.038063,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.076531,0.026014,0.0,0.0,,
NPO,LONG,0.375,3.75,5.34,4.197,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",3.6,NEUTRAL,trend_continuation,,,290.0,270.0,2.88,4.21,705.0,1377.0,1.953,1160.0,613.0,309.0,97.0,0.509,1.71,0.29,0.0,1.4,1.69,0.25,1,1.0,99.0,0.00011,0.0,1.673303947654437e-17,0.0,18.181818,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.53186,0.0,0.0,0.0,,
SW,LONG,0.375,3.75,6.11,4.528,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.1,NEUTRAL,trend_continuation,,,45.0,35.0,4.99,18.34,12642.0,2106.0,0.167,10916.0,1621.0,2211.0,88.3,0.473,1.66,0.49,1.0,1.4,1.53,0.03,1,1.0,99.0,4e-06,0.0,1.807293970215957e-24,0.0,12.0,,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.468314,0.0,0.0,0.0,,
BTDR,SHORT,0.5579179213360749,5.5791792133607485,1.86,4.2476,watchlist_reeval_failed,"momentum_aligned, room_to_target","confirmation_volume, continuation_pattern, not_extended, trend_aligned",4.5,POSITIVE,unknown,2122974.95,12.59,15.0,7.5,19.0,40.5,413116.0,241098.0,0.584,140972.0,332452.0,180790.0,81.5,1.112,0.0,0.0,1.0,0.0,0.76,0.1,4,1.0,0.003597764387635793,3.2e-05,0.001437,0.1795783476517634,16.637957011017622,0.026152,512.974709,0,0,0.0,0.314303,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.441526,0.136181,0.0,0.0,,
RELY,SHORT,0.5576105641932176,5.576105641932177,1.22,4.2741,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.6,NEUTRAL,unknown,,,30.0,17.5,47.75,13.81,20883.0,10571.0,0.506,6520.0,11688.0,13246.0,89.1,0.723,0.0,0.0,1.0,0.0,0.16,0.07,6,1.0,0.7687676227536498,3.7e-05,8.7e-05,9.102521727090808,11.840407240989771,2.37037,5.672811,0,1,0.418294,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.497528,0.49344,0.0,0.0,,
WCC,SHORT,0.5270550086376622,5.2705500863766215,1.37,4.0063,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.8,NEUTRAL,unknown,,,330.0,270.0,2.83,15.87,4413.0,1213.0,0.275,2877.0,1919.0,830.0,82.1,0.494,0.0,0.0,1.0,0.0,0.31,0.07,2,1.0,0.0,0.0,4.2e-05,0.0,8.840587115807475,,26.248208,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.33967,0.0,0.0,,
AXSM,SHORT,0.5270550086376622,5.2705500863766215,1.47,3.9563,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.4,NEUTRAL,unknown,,,200.0,140.0,6.06,25.76,14586.0,9765.0,0.669,9088.0,5435.0,9828.0,97.4,0.757,0.0,0.0,1.0,0.0,0.38,0.08,4,1.0,5.546455747553757e-23,1.4e-05,0.000115,1.2974673112189926e-25,0.0023392728082095226,22.083333,54.236111,0,0,0.383748,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.526566,0.190368,0.0,0.0,,
CDNS,SHORT,0.5132065770821066,5.132065770821066,1.21,4.129,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.0,NEUTRAL,unknown,,,330.0,265.0,3.4,16.96,39495.0,46737.0,1.183,16000.0,48812.0,21420.0,93.5,0.52,0.0,0.0,1.0,0.0,0.01,0.19,14,1.0,1.596918891262211e-19,2e-06,0.000195,6.60607392712642e-19,1.6547049354284868,0.455913,0.745693,0,1,0.61199,0.007701,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.587038,0.408417,0.0,0.0,,
NXST,SHORT,0.5032045744787734,5.032045744787734,4.04,4.608,watchlist_reeval_failed,"ema_rally, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",4.4,NEUTRAL,ema_rally,,,220.0,160.0,6.6,22.47,1972.0,906.0,0.459,1747.0,2.0,1129.0,94.6,0.452,1.73,0.66,0.06,1.2,0.08,0.31,1,1.0,0.0,0.0,1.2e-05,0.0,1.0284315820577096e-19,,6.833333,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.670606,0.0,0.0,,
SIRI,SHORT,0.490604375738742,4.90604375738742,0.0,2.9436,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,3.2e-05,0.0,7.833572536425223e-12,,54.806452,0,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.498151,0.0,0.0,,
LC,SHORT,0.47509970703629767,4.750997070362977,1.09,3.6825,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.9,NEUTRAL,unknown,,,22.0,14.0,23.01,21.72,11815.0,7848.0,0.664,6532.0,5064.0,8067.0,93.6,0.714,0.0,0.0,1.0,0.0,0.0,0.08,1,0.7,0.0,0.0,2e-05,0.0,17.855951572772955,,3.460123,0,1,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.365999,0.0,0.0,,
