ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,bullish_zscore_tier,bearish_zscore_tier,bullish_flow_intensity_tier,bearish_flow_intensity_tier,bullish_premium_per_trade_tier,bearish_premium_per_trade_tier,bullish_vol_oi_tier,bearish_vol_oi_tier,bullish_repeat_tier,bearish_repeat_tier,bullish_sweep_tier,bearish_sweep_tier,bullish_breadth_tier,bearish_breadth_tier,bullish_dte_tier,bearish_dte_tier,bullish_delta_intensity,bearish_delta_intensity,bullish_avg_delta,bearish_avg_delta,bullish_delta_source_mix,bearish_delta_source_mix,bullish_score_z_shadow,bearish_score_z_shadow
EL,LONG,0.5040055879179972,5.040055879179972,4.57,4.891,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",5.0,NEUTRAL,trend_continuation,,,80.0,75.0,3.69,2.79,75882.0,87217.0,1.149,31876.0,66973.0,115171.0,70.5,0.149,0.0,0.92,1.0,1.4,1.26,0.0,6,1.0,65.12930612785708,4.6e-05,9e-06,254.43443077881898,3.9066043522609006,5.475464,0.308576,1,0,0.069711,0.286679,,,,,,,,,,,,,,,,,,,,,,,,
CVI,LONG,0.47067457999999995,4.706745799999999,5.05,4.9684,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.5,NEUTRAL,ema_pullback,,,35.0,25.0,16.67,16.67,22417.0,9306.0,0.415,15729.0,4777.0,11217.0,96.3,0.681,1.64,0.72,0.94,1.2,0.55,0.0,7,1.0,99.0,0.000164,6.6e-05,1467.4676391777634,6.24249121312789e-05,0.511243,2.640408,0,0,0.00334,0.068555,,,,,,,,,,,,,,,,,,,,,,,,
SMCI,LONG,0.4318674230792957,4.318674230792957,6.04,4.7713,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,4.0,POSITIVE,retest_and_confirm,13524705.77,28.43,30.0,10.0,5.5,64.83,1174211.0,1070390.0,0.912,650285.0,396972.0,1197344.0,81.8,0.829,1.79,0.3,1.0,1.4,1.47,0.07,7,1.0,19.303734674620078,3.9e-05,3e-06,71503.77049422443,22224.850796846666,0.406177,0.150655,1,0,0.683424,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.388285,0.0,0.0,0.0,,
EA,LONG,0.42877759582849473,4.287775958284947,5.49,5.0509,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.3,NEUTRAL,trend_continuation,,,210.0,200.0,3.25,1.67,72351.0,102752.0,1.42,7288.0,109770.0,58045.0,45.9,0.074,1.88,0.68,0.29,1.4,1.24,0.0,4,1.0,99.0,2.3e-05,4e-06,50.8592750806566,9.164300355924583e-31,37.1086,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
FRMI,LONG,0.41338612565215616,4.133861256521562,4.16,4.5349,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target, trend_continuation","momentum_aligned, trend_aligned",6.1,POSITIVE,trend_continuation,613740.62,5.31,7.5,5.0,41.64,5.57,231088.0,83121.0,0.36,186416.0,23954.0,103839.0,32.0,1.456,0.0,0.5,1.0,1.4,0.26,1.0,2,1.0,4.120716907185797,3.8e-05,9e-06,72517.20708193672,17598.20165162999,6.985455,0.515684,1,0,0.0,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,8e-06,0.0,0.793432,0.0,0.0,,
STZ,LONG,0.3644503502097339,3.6445035020973386,3.21,3.9453,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned","confirmation_volume, continuation_pattern, momentum_aligned",5.8,NEUTRAL,unknown,,,170.0,150.0,5.5,6.92,48596.0,40840.0,0.84,15098.0,30533.0,43805.0,8.3,0.268,1.92,0.68,0.47,0.0,0.13,0.0,2,1.0,99.0,7e-06,0.0,1708.035554308165,0.0,10.693878,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
PPLT,SHORT,0.6333333333333334,6.333333333333334,4.17,5.7977,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target",trend_aligned,6.9,NEUTRAL,bounce_and_fail,,,190.0,170.0,0.45,10.13,29484.0,10042.0,0.341,7839.0,9122.0,22565.0,54.5,0.471,0.0,0.78,0.27,1.0,1.43,0.69,5,1.0,0.0,0.0,0.000341,0.0,291.8584128539562,,8.857968,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
EWA,SHORT,0.5719047619047619,5.719047619047619,3.65,5.1545,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",6.0,NEUTRAL,bounce_and_fail,,,31.0,29.0,3.28,3.38,3197.0,39732.0,12.428,5909.0,36064.0,956.0,67.0,0.208,0.0,0.21,1.0,1.0,1.43,0.01,7,0.7,2.4723467236052088e-05,0.000139,0.000355,4.033926266983137e-09,0.00040790458600208106,692.870157,332.808851,0,0,6.5e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CHTR,SHORT,0.5314986093679925,5.314986093679925,1.2,4.1975,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.9,NEUTRAL,unknown,,,400.0,200.0,63.64,18.18,69684.0,57099.0,0.819,23993.0,29898.0,72892.0,69.3,0.599,0.0,0.0,1.0,0.0,0.07,0.13,12,1.0,99.0,3.6e-05,7e-05,10730.512039849329,54.04514925179733,0.711177,1.624003,2,2,0.41879,0.126065,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.289946,0.243652,0.0,0.0,,
HD,SHORT,0.38876012907870594,3.8876012907870594,3.11,3.8168,watchlist_reeval_failed,"bounce_and_fail, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",4.7,NEUTRAL,bounce_and_fail,,,360.0,320.0,3.56,7.95,105059.0,96928.0,0.923,53484.0,50286.0,98217.0,89.4,0.303,0.0,0.5,1.0,1.0,0.57,0.03,14,1.0,99.0,1e-06,4e-06,19.35683771167051,2.2932768824774787e-08,0.298708,2.036933,0,1,3.9e-05,0.06002,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.868307,0.231884,0.0,0.0,0.44941964036555015,0.3104069009409817
UPRO,SHORT,0.3866988819047619,3.866988819047619,2.75,3.8785,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.6,NEUTRAL,bounce_and_fail,,,130.0,80.0,4.83,35.49,51146.0,33055.0,0.646,37400.0,17466.0,29335.0,66.0,0.46,0.0,0.0,1.0,1.0,0.39,0.36,6,1.0,2.7824593292552324e-08,0.0,0.0,0.00012674784432314254,911.049034862756,6.152174,2.543677,1,1,0.0,0.355429,,,,,,,,,,,,,,,,,,,,,,,,
IBKR,SHORT,0.3399353605514067,3.399353605514067,1.31,3.3327,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",6.2,NEUTRAL,unknown,,,85.0,50.0,4.2,38.7,77303.0,42607.0,0.551,11212.0,42825.0,65873.0,66.3,0.419,0.0,0.0,1.0,0.0,0.31,0.0,6,1.0,0.17948433915305406,8e-06,1.2e-05,9997.632693841779,55701.977905249805,1.435473,1.975724,0,0,0.30402,0.625374,,,,,,,,,,,,,,,,,,,,,,,,
XLI,SHORT,0.3380044933333334,3.380044933333334,1.91,3.743,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",7.4,NEGATIVE,unknown,-1374611.5,173.54,185.0,145.0,6.61,16.44,100386.0,573797.0,5.716,244979.0,328597.0,100607.0,84.9,0.211,0.0,0.31,1.0,0.0,0.57,0.03,12,1.0,1.8651249519484125,0.0,0.0,482.3785918422224,129.31535534343237,3.72505,0.922511,0,0,0.250022,0.650487,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.437899,0.0,0.0,0.0,0.4722029344889863,0.3208031877121165
HIMX,SHORT,0.3364447157560159,3.3644471575601593,2.8,3.5222,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, room_to_target","confirmation_volume, not_extended, trend_aligned",5.0,NEUTRAL,bounce_and_fail,,,12.0,7.0,10.65,35.45,73441.0,16070.0,0.219,17106.0,19357.0,53048.0,96.2,0.794,0.0,0.0,1.0,1.0,0.61,0.19,2,1.0,99.0,1e-05,4.2e-05,953.7793385069807,7.233361289970991e-08,10.131313,1.029518,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
DLO,SHORT,0.31988017679871,3.1988017679871,4.45,3.9944,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.3,NEUTRAL,bounce_and_fail,,,16.0,11.47,19.18,14.56,101815.0,15498.0,0.152,37382.0,14328.0,65603.0,73.6,0.739,0.0,0.65,0.85,1.0,1.85,0.09,4,1.0,4.509451255108207e-16,2e-05,3.3e-05,4.0212730856466064e-14,29.724777717993934,0.524579,0.497905,0,1,0.0,0.081132,,,,,,,,,,,,,,,,,,,,,,,,
GS,SHORT,0.29604294068147324,2.9604294068147325,0.96,2.6482,watchlist_reeval_failed,room_to_target,"confirmation_volume, continuation_pattern, momentum_aligned, not_extended, trend_aligned",4.4,POSITIVE,unknown,40892743.7,936.27,1000.0,800.0,6.79,14.57,189065.0,163596.0,0.865,81052.0,63303.0,208306.0,65.7,0.317,0.0,0.0,0.78,0.0,0.03,0.15,5,1.0,0.0,0.0,2e-06,0.0,3857.3755004114983,,0.725741,0,0,0.0,0.737839,,,,,,,,,,,,,,,,,,,,,,,,
ORBS,LONG,0.4654648234965568,4.654648234965569,4.04,4.8993,watchlist_reeval_failed,"not_extended, room_to_target, trend_continuation","confirmation_volume, momentum_aligned, trend_aligned",6.8,NEUTRAL,trend_continuation,,,1.5,1.0,48.51,0.99,88070.0,45399.0,0.515,71722.0,25821.0,35926.0,21.2,1.703,0.0,0.98,1.0,1.4,0.54,0.12,1,1.0,99.0,0.000182,0.0,605.133851272888,0.0,4.004373,,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
STX,SHORT,0.5771633156899958,5.7716331568999575,2.71,4.7388,watchlist_reeval_failed,"bounce_and_fail, room_to_target","confirmation_volume, momentum_aligned, not_extended, trend_aligned",5.2,NEUTRAL,bounce_and_fail,,,600.0,200.0,11.22,62.93,68198.0,75915.0,1.113,36135.0,27833.0,80145.0,95.7,0.823,0.0,0.0,1.0,1.0,0.54,0.17,24,1.0,0.0009393329105371038,1.6e-05,2.5e-05,202.81446980118363,56819.28983466625,9.278879,40.662409,1,1,0.49635,0.613103,,,,,,,,,,,,,,,,,,,,,,,,
OKLO,SHORT,0.30769395280694006,3.0769395280694005,4.0,4.0585,watchlist_reeval_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,6.6,NEGATIVE,ema_rally,-1366953.98,,200.0,50.0,206.16,23.46,310616.0,188750.0,0.608,135211.0,89922.0,274233.0,71.8,1.049,0.0,0.21,1.0,1.2,0.99,0.6,3,1.0,0.02019859805300277,3e-06,1.6e-05,3578.72691771406,88588.49778393502,0.250622,0.45,0,1,0.0,0.441747,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,1e-06,0.461233,0.750075,0.0,0.0,0.4199830792277306,0.3818682038231386
GEV,SHORT,0.2636776338406107,2.636776338406107,2.93,3.2574,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.3,NEUTRAL,bounce_and_fail,,,1000.0,600.0,0.37,39.78,75702.0,86565.0,1.143,49016.0,41819.0,71432.0,75.4,0.531,0.0,0.17,1.0,1.0,0.67,0.09,8,1.0,1.7545742525481904,2e-06,4e-06,860.2150029339473,817.1165566087672,0.919405,0.877918,1,0,0.331064,0.430751,,,,,,,,,,,,,,,,,,,,,,,,
MGM,LONG,0.432655491073725,4.32655491073725,4.71,4.6363,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.3,NEUTRAL,ema_pullback,,,45.0,30.0,15.77,22.82,78590.0,67220.0,0.855,36561.0,34634.0,74615.0,78.3,0.449,1.62,0.49,0.0,1.2,1.4,0.0,3,1.0,99.0,2.7e-05,0.0,130.10906280149416,0.0,2.869454,,0,0,0.044409,0.0,,,,,,,,,,,,,,,,,,,,,,,,
ELV,LONG,0.3763997561599929,3.763997561599929,6.27,5.063,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,6.5,NEUTRAL,support_ema_confluence,,,340.0,300.0,6.95,5.63,17017.0,10499.0,0.617,3354.0,9977.0,14185.0,88.3,0.429,1.79,0.5,1.0,1.6,1.27,0.11,3,1.0,99.0,3e-06,0.0,35933.04752768542,0.0,62.36478,,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
IGV,LONG,0.3703493002039038,3.7034930020390378,4.61,3.7747,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target","confirmation_volume, trend_aligned",2.7,POSITIVE,retest_and_confirm,24152540.79,85.93,90.0,80.0,4.68,6.95,700594.0,575165.0,0.821,412444.0,320044.0,543271.0,83.6,0.36,0.0,0.18,1.0,1.4,1.86,0.17,3,1.0,5.7795541627458045,3.6e-05,6e-06,181214.01443331648,62708.64822113671,1.577266,3.071322,1,1,0.370429,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,5e-06,0.400576,0.187359,0.0,0.0,0.62498141263968,0.730928861270196
RGTI,LONG,0.36977965543791025,3.6977965543791025,6.56,5.2769,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",none,7.3,NEGATIVE,trend_continuation,-21631.28,,20.0,14.0,5.15,26.39,297483.0,322917.0,1.085,246507.0,134988.0,238905.0,60.6,1.025,2.09,0.02,1.0,1.4,1.48,0.56,3,0.7,99.0,5.3e-05,0.0,59704.09079482349,0.0,0.522106,,0,0,0.013018,0.0,,,,,,,,,,,,,,,,,,,,,,,,
CRWD,LONG,0.3160143930789783,3.1601439307897827,6.28,4.9441,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.4,NEGATIVE,retest_and_confirm,-12608262.01,,470.0,300.0,9.24,30.27,190737.0,162398.0,0.851,86808.0,81461.0,184866.0,63.1,0.478,1.56,0.45,1.0,1.4,1.86,0.0,11,1.0,1.8471432593918684,6e-06,1e-06,8961.109415181783,12936.89141452159,0.177384,0.180683,2,2,0.020498,0.072157,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.279162,0.130169,0.0,0.0,0.49999496085689527,0.5978772890867654
AAOI,LONG,0.292138800770932,2.92138800770932,5.66,4.3987,watchlist_reeval_failed,"momentum_aligned, trend_aligned, trend_continuation","confirmation_volume, not_extended, room_to_target",6.2,NEGATIVE,trend_continuation,-85536.51,157.53,200.0,20.0,27.28,87.27,106403.0,87274.0,0.82,67348.0,53725.0,72604.0,95.3,1.539,2.6,0.0,0.0,1.4,1.62,0.04,4,1.0,13.146199568020423,2.4e-05,3e-06,9237.838916565555,2108.1010223755347,0.106916,0.144654,0,0,0.230941,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,2e-06,0.728837,0.35218,0.0,0.0,,
SEDG,SHORT,0.6340709826813333,6.340709826813333,5.73,5.9094,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,5.1,NEUTRAL,ema_rally,,,70.0,20.0,79.67,48.67,87109.0,77957.0,0.895,46472.0,33879.0,84715.0,81.5,1.018,1.73,0.51,0.74,1.2,1.36,0.18,10,1.0,1.7499555644586946e-12,0.000123,0.003543,2.8695480103233163e-09,1639.783357133951,0.119157,16.447931,5,0,0.56043,0.0,,,,,,,,,,,,,,,,,,,,,,,,
AVAV,SHORT,0.42840225205819266,4.284022520581926,5.63,4.411,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,2.9,NEUTRAL,ema_rally,,,400.0,195.0,104.74,0.19,29941.0,20965.0,0.7,18318.0,12505.0,20083.0,67.9,0.696,1.51,0.98,0.45,1.2,1.18,0.31,7,1.0,99.0,2.1e-05,6.2e-05,6.327229825626697e-07,1.1520234740298317e-09,0.513043,0.869623,0,0,0.007093,9.4e-05,,,,,,,,,,,,,,,,,,,,,,,,
PAAS,SHORT,0.4012059728071416,4.012059728071416,4.3,4.116,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_continuation","confirmation_volume, trend_aligned",4.1,POSITIVE,trend_continuation,3229064.29,58.2,60.0,55.0,3.08,5.51,190798.0,64441.0,0.338,53543.0,38712.0,162984.0,69.4,0.627,0.0,0.68,1.0,1.4,1.15,0.07,12,1.0,0.3656752428520176,1.4e-05,2.9e-05,124.09060683687977,113.115493654112,0.138323,0.145739,1,2,0.0,0.014135,,,,,,,,,,,,,,,,,,,,,,,,
CAVA,SHORT,0.35908134331813096,3.5908134331813097,1.67,3.4364,watchlist_reeval_failed,"confirmation_volume, room_to_target","continuation_pattern, momentum_aligned, not_extended, trend_aligned",5.7,NEUTRAL,unknown,,,135.0,65.0,40.77,32.22,70865.0,41909.0,0.591,15509.0,29399.0,67866.0,78.6,0.684,0.0,0.0,1.0,0.0,0.18,0.49,1,1.0,0.0,0.0,5.6e-05,0.0,8.359317694809352e-06,,4.495536,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
WYNN,SHORT,0.2838464347376148,2.838464347376148,3.35,3.9442,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",7.6,NEGATIVE,ema_rally,-289578.58,,120.0,62.5,10.37,42.52,213763.0,74711.0,0.35,46583.0,71774.0,170117.0,64.3,0.419,0.0,0.4,1.0,1.2,0.73,0.02,3,1.0,99.0,3e-06,2.5e-05,0.4818876638044896,7.193629362832469e-07,0.307292,0.355765,1,1,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.367336,0.0,0.0,0.0,0.39148401512513403,0.3498356837330293
KORU,LONG,0.8042983991012855,8.042983991012855,5.68,6.7055,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,4.9,NEUTRAL,trend_continuation,,,565.0,335.0,15.26,31.66,3934.0,10289.0,2.615,8976.0,3884.0,1363.0,73.2,1.452,1.96,0.13,1.0,1.4,1.15,0.03,26,1.0,99.0,0.002506,0.000301,2592.462873250173,20.666016419094845,46.556044,25.767857,19,1,0.008318,0.381616,,,,,,,,,,,,,,,,,,,,,,,,
SJM,LONG,0.497167219107514,4.97167219107514,4.59,4.8228,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",4.8,NEUTRAL,bounce_and_fail,,,100.0,90.0,4.99,5.51,24977.0,7063.0,0.283,3584.0,20808.0,7648.0,76.0,0.29,0.0,0.92,1.0,1.0,1.68,0.0,4,1.0,99.0,9.1e-05,6e-06,74074.1202476838,6.056284936513588e-32,3.143192,2.108527,1,0,0.0,0.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1e-06,0.0,0.413642,0.0,0.0,0.0,0.5778538255994282,0.3978400915792585
CVS,LONG,0.48733642397180327,4.873364239718033,5.86,4.7947,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,3.0,POSITIVE,support_ema_confluence,17460889.1,76.58,80.0,70.0,4.47,8.59,198357.0,145080.0,0.731,112446.0,52666.0,178325.0,70.7,0.358,1.65,0.83,0.85,1.6,0.86,0.08,17,1.0,99.0,1.6e-05,7e-06,1.3206089086528274,2.4572252064851548e-06,11.599737,0.562937,0,0,0.0,0.009661,,,,,,,,,,,,,,,,,,,,,,,,
SQQQ,LONG,0.3948313095238095,3.9483130952380954,2.66,3.7922,watchlist_reeval_failed,"bounce_and_fail, confirmation_volume, room_to_target","momentum_aligned, not_extended, trend_aligned",5.1,POSITIVE,bounce_and_fail,10018332.57,57.24,74.5,55.0,30.11,3.95,211249.0,69470.0,0.329,185397.0,46576.0,48746.0,66.0,0.632,0.0,0.0,1.0,1.0,0.28,0.37,4,1.0,13.719847034967747,0.0,0.0,10240.996722111895,2239.3099637358973,5.951728,0.167439,2,0,0.284305,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.692842,0.0,0.0,0.0,0.4616432144348522,0.42831868315129185
LUV,LONG,0.3246797680709481,3.246797680709481,2.85,3.4584,watchlist_reeval_failed,"ema_pullback, momentum_aligned, not_extended","confirmation_volume, room_to_target, trend_aligned",4.9,POSITIVE,ema_pullback,178492.23,42.04,55.0,37.5,30.77,10.84,206645.0,116924.0,0.566,42085.0,157360.0,124124.0,89.2,0.572,0.0,0.65,0.08,1.2,0.81,0.11,8,1.0,99.0,2.5e-05,3e-06,5210.769969839065,65.57557103568648,0.208279,0.179705,0,0,0.097104,1e-06,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.314231,0.698958,0.0,0.0,,
AFRM,LONG,0.32098901817174275,3.2098901817174275,6.94,4.9669,watchlist_reeval_failed,"momentum_aligned, pullback_to_support, room_to_target, trend_aligned","confirmation_volume, not_extended",6.4,NEGATIVE,pullback_to_support,-744370.53,,75.0,50.0,13.84,24.1,134576.0,128744.0,0.957,95291.0,54075.0,113954.0,94.9,0.873,2.27,0.0,1.0,1.4,1.98,0.3,2,1.0,99.0,1.2e-05,0.0,4936.609989068989,0.0,1.997113,,0,0,0.001757,0.0,,,,,,,,,,,,,,,,,,,,,,,,
MDGL,SHORT,0.6037166980952381,6.037166980952381,3.44,5.2106,watchlist_reeval_failed,"bounce_and_fail, momentum_aligned, not_extended, room_to_target","confirmation_volume, trend_aligned",5.8,NEUTRAL,bounce_and_fail,,,570.0,500.0,8.13,5.15,11449.0,2691.0,0.235,1428.0,6026.0,6686.0,83.5,0.614,0.0,0.6,1.0,1.0,0.84,0.0,7,1.0,99.0,0.000142,0.000331,67909.25999364065,9.603295294580898e-07,38.380952,2.474916,1,0,0.0,0.499771,,,,,,,,,,,,,,,,,,,,,,,,
TLT,SHORT,0.35811653562093204,3.58116535620932,5.08,3.8946,watchlist_reeval_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",2.9,POSITIVE,trend_continuation,787347179.99,87.0,90.0,85.0,3.44,2.3,4580224.0,2682602.0,0.586,1774829.0,1548746.0,3939251.0,14.6,0.102,1.63,0.9,0.7,1.4,0.45,0.0,8,1.0,0.06344705282544118,1e-06,1.8e-05,44242.52107111995,99616.29219257887,0.137404,0.226061,0,1,0.0,0.69585,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.0,0.461059,0.0,0.0,,
SHAK,SHORT,0.3567281085465383,3.567281085465383,1.76,3.5316,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target","confirmation_volume, continuation_pattern, trend_aligned",6.1,NEUTRAL,unknown,,,115.0,90.0,10.74,13.33,12870.0,17043.0,1.324,5408.0,7480.0,17025.0,74.5,0.607,0.0,0.15,1.0,0.0,0.61,0.0,1,1.0,0.0,0.0,5.5e-05,0.0,2.834820323833582e-06,,17.181818,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
TEM,SHORT,0.32218604683897656,3.2218604683897656,2.05,3.1259,watchlist_reeval_failed,"confirmation_volume, not_extended, room_to_target","continuation_pattern, momentum_aligned, trend_aligned",4.5,POSITIVE,unknown,330.79,55.92,70.0,50.0,25.22,10.55,160489.0,103931.0,0.648,48638.0,61798.0,153984.0,81.4,0.799,0.0,0.14,1.0,0.0,0.41,0.5,2,1.0,0.44114559250435176,1.9e-05,4.3e-05,140255.750413363,317935.2866638454,,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
APP,SHORT,0.29487748241203926,2.9487748241203926,1.45,2.6094,watchlist_reeval_failed,"not_extended, room_to_target","confirmation_volume, continuation_pattern, momentum_aligned, trend_aligned",3.5,POSITIVE,unknown,13833328.87,,500.0,200.0,3.09,58.76,161962.0,122131.0,0.754,77255.0,72761.0,134077.0,91.4,0.878,0.0,0.09,1.0,0.0,0.16,0.19,10,1.0,0.04827305568088092,2e-06,4e-06,913.8201434440132,12620.154667440313,0.80603,0.139874,1,3,0.559248,0.065935,,,,,,,,,,,,,,,,,,,,,,,,
EWY,LONG,0.38598082882815077,3.8598082882815077,4.78,3.8839,watchlist_reeval_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",2.6,POSITIVE,trend_continuation,13902382.64,149.81,150.0,105.0,0.11,29.93,296873.0,219863.0,0.741,193438.0,218614.0,104684.0,74.3,0.509,2.02,0.02,0.14,1.4,1.2,0.0,4,1.0,1.796402434813133,4.5e-05,1.1e-05,127721.82056235061,213296.00442615175,0.259767,0.017673,2,0,0.057091,0.0,4.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,1e-06,0.760402,0.544137,0.0,0.0,,
AMGN,SHORT,0.4546045946115649,4.546045946115649,5.43,5.002,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,5.5,NEUTRAL,retest_and_confirm,,,400.0,300.0,13.74,14.7,45471.0,38014.0,0.836,18727.0,26629.0,38129.0,94.5,0.323,1.53,0.96,0.66,1.4,0.82,0.06,5,1.0,99.0,0.0,1e-05,2541.8528410654853,3.085970730373673e-07,5.8,3.437154,0,3,0.0,0.322168,,,,,,,,,,,,,,,,,,,,,,,,
